shipment_id,order_id,tiempo_shipped_id,tiempo_delivered_id,dias_en_transito,carrier,tracking_number,status
9000001862,1000001862,20240507.0,20240511.0,4,Correo Argentino,TRK-2H2T610YX4,DELIVERED
9000001863,1000001863,,,3,Correo Argentino,TRK-0Y8ND2YLXD,DELIVERED
9000001864,1000001864,20241206.0,20241207.0,1,PICKUP,,DELIVERED
9000001865,1000001865,20250205.0,20250208.0,3,Correo Argentino,TRK-LJA6I2B3EM,SHIPPED
9000001866,1000001866,20240901.0,20240903.0,2,Correo Argentino,TRK-3S7KW56AWF,DELIVERED
9000001867,1000001867,20240817.0,20240818.0,1,PICKUP,,DELIVERED
9000001868,1000001868,20250114.0,20250115.0,1,PICKUP,,DELIVERED
9000001869,1000001869,20240708.0,20240710.0,2,Correo Argentino,TRK-OBT5AT9HNU,DELIVERED
9000001870,1000001870,,,,Correo Argentino,,CANCELLED
9000001871,1000001871,,,2,Correo Argentino,TRK-JX64MEANOR,DELIVERED
9000001872,1000001872,,,1,PICKUP,,DELIVERED
9000001873,1000001873,20240807.0,20240812.0,5,Correo Argentino,TRK-9MG4UZPYJJ,DELIVERED
9000001874,1000001874,,,1,PICKUP,,DELIVERED
9000001875,1000001875,20240502.0,20240506.0,4,Correo Argentino,TRK-EYF5G52S8W,DELIVERED
9000001876,1000001876,20240406.0,20240407.0,1,PICKUP,,DELIVERED
9000001877,1000001877,,,,PICKUP,,CANCELLED
9000001878,1000001878,,,3,Correo Argentino,TRK-BOCM6S07SQ,DELIVERED
9000001879,1000001879,20240520.0,20240521.0,1,PICKUP,,SHIPPED
9000001880,1000001880,20240912.0,20240916.0,4,Correo Argentino,TRK-4UBB4KQNK4,DELIVERED
9000001881,1000001881,20241102.0,20241106.0,4,Correo Argentino,TRK-4V4PSV8JS1,DELIVERED
9000001882,1000001882,20240805.0,20240807.0,2,Correo Argentino,TRK-C3GR87P04X,DELIVERED
9000001883,1000001883,20240403.0,20240404.0,1,PICKUP,,SHIPPED
9000001884,1000001884,20241110.0,20241111.0,1,PICKUP,,DELIVERED
9000001885,1000001885,,,1,PICKUP,,DELIVERED
9000001886,1000001886,20240123.0,20240130.0,7,Correo Argentino,TRK-U3U6VWHJF6,DELIVERED
9000001887,1000001887,20240305.0,20240306.0,1,PICKUP,,DELIVERED
9000001888,1000001888,20241104.0,20241108.0,4,Correo Argentino,TRK-NGL8TVFIO1,DELIVERED
9000001889,1000001889,,,,Correo Argentino,,CANCELLED
9000001890,1000001890,,,,Correo Argentino,,CANCELLED
9000001891,1000001891,20241227.0,20241231.0,4,Correo Argentino,TRK-OFAW4UD35E,SHIPPED
9000001892,1000001892,20240917.0,20240919.0,2,Correo Argentino,TRK-S05H12C3PJ,DELIVERED
9000001893,1000001893,,,2,Correo Argentino,TRK-OGLYUZHYAC,DELIVERED
9000001894,1000001894,20250203.0,20250208.0,5,Correo Argentino,TRK-0OG9CB81W4,SHIPPED
9000001895,1000001895,20241218.0,20241219.0,1,PICKUP,,DELIVERED
9000001896,1000001896,20240411.0,20240414.0,3,Correo Argentino,TRK-YC7KLY95YN,DELIVERED
9000001897,1000001897,20240728.0,20240801.0,4,Correo Argentino,TRK-G6I9DDG6HF,DELIVERED
9000001898,1000001898,,,1,PICKUP,,DELIVERED
9000001899,1000001899,20250206.0,20250209.0,3,Correo Argentino,TRK-XURETJ36HU,DELIVERED
9000001900,1000001900,20240422.0,20240423.0,1,PICKUP,,DELIVERED
9000001901,1000001901,20240915.0,20240917.0,2,Correo Argentino,TRK-9MFW5Q5KCD,DELIVERED
9000001902,1000001902,,,1,PICKUP,,DELIVERED
9000001903,1000001903,20240530.0,20240531.0,1,PICKUP,,READY
9000001904,1000001904,,,1,PICKUP,,DELIVERED
9000001905,1000001905,20240728.0,20240729.0,1,PICKUP,,DELIVERED
9000001906,1000001906,,,3,Correo Argentino,TRK-KXB80R59FP,DELIVERED
9000001907,1000001907,20240115.0,20240116.0,1,PICKUP,,SHIPPED
9000001908,1000001908,,,1,PICKUP,,DELIVERED
9000001909,1000001909,,,1,PICKUP,,DELIVERED
9000001910,1000001910,,,1,PICKUP,,DELIVERED
9000001911,1000001911,20250217.0,20250219.0,2,Correo Argentino,TRK-OMZBFO7N4N,DELIVERED
9000001912,1000001912,20240121.0,20240126.0,5,Correo Argentino,TRK-RPNQINJV7G,DELIVERED
9000001913,1000001913,,,3,Correo Argentino,TRK-M0H2HWSJ5S,DELIVERED
9000001914,1000001914,20241202.0,20241205.0,3,Correo Argentino,TRK-4R1YHBQZKC,DELIVERED
9000001915,1000001915,,,5,Correo Argentino,TRK-CDG2Y20T7E,DELIVERED
9000001916,1000001916,20240705.0,20240706.0,1,PICKUP,,DELIVERED
9000001917,1000001917,,,5,Correo Argentino,TRK-JVQ52IP1WW,DELIVERED
9000001918,1000001918,,,,PICKUP,,CANCELLED
9000001919,1000001919,20240518.0,20240519.0,1,PICKUP,,DELIVERED
9000001920,1000001920,,,,PICKUP,,CANCELLED
9000001921,1000001921,20241111.0,20241112.0,1,PICKUP,,DELIVERED
9000001922,1000001922,20240401.0,20240402.0,1,PICKUP,,DELIVERED
9000001923,1000001923,20250107.0,20250112.0,5,Correo Argentino,TRK-Z7UMENIA41,DELIVERED
9000001924,1000001924,20250117.0,20250118.0,1,PICKUP,,DELIVERED
9000001925,1000001925,20241129.0,20241204.0,5,Correo Argentino,TRK-IKUTCSF73F,DELIVERED
9000001926,1000001926,20240212.0,20240217.0,5,Correo Argentino,TRK-3AVPM17C18,DELIVERED
9000001927,1000001927,,,1,PICKUP,,DELIVERED
9000001928,1000001928,,,5,Correo Argentino,TRK-B4W2HFH1UK,DELIVERED
9000001929,1000001929,,,5,Correo Argentino,TRK-M6AGUS9VLM,DELIVERED
9000001930,1000001930,20240518.0,20240521.0,3,Correo Argentino,TRK-JZP22040TB,DELIVERED
9000001931,1000001931,20241006.0,20241007.0,1,PICKUP,,DELIVERED
9000001932,1000001932,20241023.0,20241024.0,1,PICKUP,,DELIVERED
9000001933,1000001933,,,1,PICKUP,,DELIVERED
9000001934,1000001934,,,1,PICKUP,,DELIVERED
9000001935,1000001935,,,5,Correo Argentino,TRK-6CLLWB06HS,DELIVERED
9000001936,1000001936,20240928.0,20240929.0,1,PICKUP,,DELIVERED
9000001937,1000001937,20241230.0,20250103.0,4,Correo Argentino,TRK-DW5POLSJVE,DELIVERED
9000001938,1000001938,20240913.0,20240918.0,5,Correo Argentino,TRK-PGY6CU6PD8,DELIVERED
9000001939,1000001939,20241101.0,20241102.0,1,PICKUP,,DELIVERED
9000001940,1000001940,20250130.0,20250204.0,5,Correo Argentino,TRK-T65SCUMD2O,DELIVERED
9000001941,1000001941,,,1,PICKUP,,DELIVERED
9000001942,1000001942,20240625.0,20240626.0,1,PICKUP,,DELIVERED
9000001943,1000001943,20250121.0,20250126.0,5,Correo Argentino,TRK-53RJYGUUYF,DELIVERED
9000001944,1000001944,20240308.0,20240309.0,1,PICKUP,,DELIVERED
9000001945,1000001945,,,1,PICKUP,,DELIVERED
9000001946,1000001946,,,2,Correo Argentino,TRK-N6BAUF7USH,DELIVERED
9000001947,1000001947,,,,Correo Argentino,,CANCELLED
9000001948,1000001948,,,,Correo Argentino,,CANCELLED
9000001949,1000001949,,,5,Correo Argentino,TRK-VT4BI8U0J0,DELIVERED
9000001950,1000001950,20241018.0,20241020.0,2,Correo Argentino,TRK-T49BX8UTT7,DELIVERED
9000001951,1000001951,20240221.0,20240225.0,4,Correo Argentino,TRK-7KTERFRQ0D,DELIVERED
9000001952,1000001952,20240904.0,20240907.0,3,Correo Argentino,TRK-VHSVYK4R57,DELIVERED
9000001953,1000001953,20240712.0,20240714.0,2,Correo Argentino,TRK-6LY1LG70CE,DELIVERED
9000001954,1000001954,,,1,PICKUP,,DELIVERED
9000001955,1000001955,,,1,PICKUP,,DELIVERED
9000001956,1000001956,,,,PICKUP,,CANCELLED
9000001957,1000001957,20240801.0,20240804.0,3,Correo Argentino,TRK-ICDQ113F8G,SHIPPED
9000001958,1000001958,,,,Correo Argentino,,CANCELLED
9000001959,1000001959,,,4,Correo Argentino,TRK-26KIKSOEHP,SHIPPED
9000001960,1000001960,20250301.0,,1,PICKUP,,DELIVERED
9000001961,1000001961,,,2,Correo Argentino,TRK-VNVLMX0HGF,DELIVERED
9000001962,1000001962,20240228.0,20240229.0,1,PICKUP,,DELIVERED
9000001963,1000001963,,,4,Correo Argentino,TRK-JJO7NGM4DU,DELIVERED
9000001964,1000001964,20240902.0,20240907.0,5,Correo Argentino,TRK-THXZ3VKUMG,DELIVERED
9000001965,1000001965,20241030.0,20241103.0,4,Correo Argentino,TRK-45OHFSFYNC,DELIVERED
9000001966,1000001966,20240905.0,20240909.0,4,Correo Argentino,TRK-GZH9XB6E47,DELIVERED
9000001967,1000001967,,,3,Correo Argentino,TRK-PBGD7HU5PF,SHIPPED
9000001968,1000001968,20240924.0,20240926.0,2,Correo Argentino,TRK-96ZL3LLYW4,SHIPPED
9000001969,1000001969,20241026.0,20241029.0,3,Correo Argentino,TRK-2JTHN9F5AM,SHIPPED
9000001970,1000001970,,,,PICKUP,,CANCELLED
9000001971,1000001971,,,,PICKUP,,CANCELLED
9000001972,1000001972,,,1,PICKUP,,DELIVERED
9000001973,1000001973,20240521.0,20240523.0,2,Correo Argentino,TRK-K3L89VHZH7,SHIPPED
9000001974,1000001974,20240923.0,20240925.0,2,Correo Argentino,TRK-5J81GT2MVS,DELIVERED
9000001975,1000001975,20240527.0,20240601.0,5,Correo Argentino,TRK-SOPYPSZRSO,DELIVERED
9000001976,1000001976,20240407.0,20240412.0,5,Correo Argentino,TRK-OPZX6C7EWP,DELIVERED
9000001977,1000001977,20240706.0,20240707.0,1,PICKUP,,DELIVERED
9000001978,1000001978,20240322.0,20240323.0,1,PICKUP,,DELIVERED
9000001979,1000001979,20240611.0,20240612.0,1,PICKUP,,DELIVERED
9000001980,1000001980,20240702.0,20240706.0,4,Correo Argentino,TRK-AU67P574OC,DELIVERED
9000001981,1000001981,,,1,PICKUP,,DELIVERED
9000001982,1000001982,,,1,PICKUP,,SHIPPED
9000001983,1000001983,20240331.0,20240401.0,1,PICKUP,,DELIVERED
9000001984,1000001984,,,3,Correo Argentino,TRK-DZLLDNZEFS,DELIVERED
9000001985,1000001985,20241214.0,20241216.0,2,Correo Argentino,TRK-17BW2QJN2V,DELIVERED
9000001986,1000001986,20240314.0,20240315.0,1,PICKUP,,SHIPPED
9000001987,1000001987,20240506.0,20240510.0,4,Correo Argentino,TRK-TPWWQ6PA0B,DELIVERED
9000001988,1000001988,20241115.0,20241116.0,1,PICKUP,,SHIPPED
9000001989,1000001989,,,1,PICKUP,,SHIPPED
9000001990,1000001990,20250104.0,20250109.0,5,Correo Argentino,TRK-HTCRYF3DW7,DELIVERED
9000001991,1000001991,20240515.0,20240519.0,4,Correo Argentino,TRK-PASIUW2WXN,SHIPPED
9000001992,1000001992,,,3,Correo Argentino,TRK-JTJK0SIHZ2,SHIPPED
9000001993,1000001993,20241229.0,20250102.0,4,Correo Argentino,TRK-OCXA2W6BIR,DELIVERED
9000001994,1000001994,20240328.0,20240330.0,2,Correo Argentino,TRK-KZC99NSL74,DELIVERED
9000001995,1000001995,,,1,PICKUP,,DELIVERED
9000001996,1000001996,20241130.0,20241202.0,2,Correo Argentino,TRK-3ZA2078TXB,DELIVERED
9000001997,1000001997,20241113.0,20241116.0,3,Correo Argentino,TRK-5R0FV1LNY5,DELIVERED
9000001998,1000001998,20241108.0,20241112.0,4,Correo Argentino,TRK-SDWC4KQRWX,DELIVERED
9000001999,1000001999,,,1,PICKUP,,DELIVERED
9000002000,1000002000,,,4,Correo Argentino,TRK-CEUBMV1OIT,SHIPPED
9000002001,1000002001,20240809.0,20240810.0,1,PICKUP,,DELIVERED
9000002002,1000002002,,,3,Correo Argentino,TRK-KCCUM7I5O3,SHIPPED
9000002003,1000002003,,,3,Correo Argentino,TRK-FILK4OSQNL,DELIVERED
9000002004,1000002004,20240603.0,20240604.0,1,PICKUP,,DELIVERED
9000002005,1000002005,,,1,PICKUP,,DELIVERED
9000002006,1000002006,20241101.0,20241102.0,1,PICKUP,,SHIPPED
9000002007,1000002007,20240921.0,20240925.0,4,Correo Argentino,TRK-J6M8ISBVCC,DELIVERED
9000002008,1000002008,,,5,Correo Argentino,TRK-0J2GVXIYFX,DELIVERED
9000002009,1000002009,20240824.0,20240829.0,5,Correo Argentino,TRK-4UMK91GGXM,DELIVERED
9000002010,1000002010,20250126.0,20250127.0,1,PICKUP,,DELIVERED
9000002011,1000002011,,,4,Correo Argentino,TRK-WV0MQ2QN9E,DELIVERED
9000002012,1000002012,20241111.0,20241116.0,5,Correo Argentino,TRK-C5PA6WCT21,SHIPPED
9000002013,1000002013,20241202.0,20241203.0,1,PICKUP,,DELIVERED
9000002014,1000002014,,,4,Correo Argentino,TRK-82P4UC35ST,SHIPPED
9000002015,1000002015,20240909.0,20240910.0,1,PICKUP,,SHIPPED
9000002016,1000002016,20240804.0,20240809.0,5,Correo Argentino,TRK-QRFKIAU0KF,DELIVERED
9000002017,1000002017,20240117.0,20240119.0,2,Correo Argentino,TRK-7D1JR40406,DELIVERED
9000002018,1000002018,20241003.0,20241004.0,1,PICKUP,,SHIPPED
9000002019,1000002019,20250111.0,20250115.0,4,Correo Argentino,TRK-6YZSE6TNCE,DELIVERED
9000002020,1000002020,20240617.0,20240622.0,5,Correo Argentino,TRK-F2GUKF1S5G,DELIVERED
9000002021,1000002021,20240521.0,20240524.0,3,Correo Argentino,TRK-RAPWGUW5EP,DELIVERED
9000002022,1000002022,20240818.0,20240822.0,4,Correo Argentino,TRK-PMMZTI50RE,DELIVERED
9000002023,1000002023,20241005.0,20241006.0,1,PICKUP,,DELIVERED
9000002024,1000002024,20240502.0,20240506.0,4,Correo Argentino,TRK-SUIEK3R3UD,DELIVERED
9000002025,1000002025,20240903.0,20240906.0,3,Correo Argentino,TRK-T6USLVTK2L,DELIVERED
9000002026,1000002026,,,1,PICKUP,,DELIVERED
9000002027,1000002027,,,2,Correo Argentino,TRK-YPJGBI6HM8,DELIVERED
9000002028,1000002028,,,6,Correo Argentino,TRK-S9OHCWRLJ4,DELIVERED
9000002029,1000002029,,,4,Correo Argentino,TRK-NABQ3753EB,DELIVERED
9000002030,1000002030,,,5,Correo Argentino,TRK-PLDIZV5PGH,DELIVERED
9000002031,1000002031,20240328.0,20240402.0,5,Correo Argentino,TRK-ZIF29DJ9E4,DELIVERED
9000002032,1000002032,20240424.0,20240428.0,4,Correo Argentino,TRK-NZ28QWJX8V,DELIVERED
9000002033,1000002033,20240408.0,20240412.0,4,Correo Argentino,TRK-1MEYWKJETO,DELIVERED
9000002034,1000002034,20240928.0,20241002.0,4,Correo Argentino,TRK-04NBH92X6K,DELIVERED
9000002035,1000002035,20240626.0,20240627.0,1,PICKUP,,DELIVERED
9000002036,1000002036,20241206.0,20241211.0,5,Correo Argentino,TRK-Z5OM1RQ881,DELIVERED
9000002037,1000002037,20240521.0,20240525.0,4,Correo Argentino,TRK-YD7I1D7XY5,READY
9000002038,1000002038,20240119.0,20240123.0,4,Correo Argentino,TRK-CX72ZDC026,DELIVERED
9000002039,1000002039,,,1,PICKUP,,DELIVERED
9000002040,1000002040,,,4,Correo Argentino,TRK-4QVQ90Z10J,DELIVERED
9000002041,1000002041,,,4,Correo Argentino,TRK-WOFUV4HOAK,SHIPPED
9000002042,1000002042,20240418.0,20240422.0,4,Correo Argentino,TRK-C89L5Y4RGP,SHIPPED
9000002043,1000002043,20240303.0,20240305.0,2,Correo Argentino,TRK-90P9JPTX7W,DELIVERED
9000002044,1000002044,20240711.0,20240715.0,4,Correo Argentino,TRK-419K9Q7L3B,DELIVERED
9000002045,1000002045,20240601.0,20240605.0,4,Correo Argentino,TRK-QD885M3EQ3,SHIPPED
9000002046,1000002046,,,1,PICKUP,,DELIVERED
9000002047,1000002047,20241031.0,20241105.0,5,Correo Argentino,TRK-5BMYRY9VVL,DELIVERED
9000002048,1000002048,20240708.0,20240711.0,3,Correo Argentino,TRK-C7FC4NKSWG,DELIVERED
9000002049,1000002049,20240124.0,20240127.0,3,Correo Argentino,TRK-QRAL4715RE,SHIPPED
9000002050,1000002050,20240112.0,20240116.0,4,Correo Argentino,TRK-UWYMA3BQD5,DELIVERED
9000002051,1000002051,20241216.0,20241217.0,1,PICKUP,,DELIVERED
9000002052,1000002052,20241230.0,20241231.0,1,PICKUP,,DELIVERED
9000002053,1000002053,20240215.0,20240216.0,1,PICKUP,,DELIVERED
9000002054,1000002054,20241211.0,20241214.0,3,Correo Argentino,TRK-1SCIGEFKP8,DELIVERED
9000002055,1000002055,20240827.0,20240828.0,1,PICKUP,,DELIVERED
9000002056,1000002056,20240330.0,20240331.0,1,PICKUP,,DELIVERED
9000002057,1000002057,20240524.0,20240525.0,1,PICKUP,,DELIVERED
9000002058,1000002058,,,,Correo Argentino,,CANCELLED
9000002059,1000002059,,,5,Correo Argentino,TRK-CK6PHDX21F,DELIVERED
9000002060,1000002060,20240728.0,20240729.0,1,PICKUP,,SHIPPED
9000002061,1000002061,20240303.0,20240308.0,5,Correo Argentino,TRK-74UHUXMNFI,SHIPPED
9000002062,1000002062,,,2,Correo Argentino,TRK-C08ECPZHOB,DELIVERED
9000002063,1000002063,20240522.0,20240523.0,1,PICKUP,,DELIVERED
9000002064,1000002064,,,,PICKUP,,CANCELLED
9000002065,1000002065,20240215.0,20240216.0,1,PICKUP,,DELIVERED
9000002066,1000002066,,,,Correo Argentino,,CANCELLED
9000002067,1000002067,,,4,Correo Argentino,TRK-U8NCADJV64,SHIPPED
9000002068,1000002068,,,2,Correo Argentino,TRK-QKIHX9T0B6,DELIVERED
9000002069,1000002069,20240327.0,20240329.0,2,Correo Argentino,TRK-F198FPQJRX,DELIVERED
9000002070,1000002070,20240526.0,20240528.0,2,Correo Argentino,TRK-0WJOJD42YM,SHIPPED
9000002071,1000002071,,,4,Correo Argentino,TRK-SKUMWIHUL7,DELIVERED
9000002072,1000002072,,,,Correo Argentino,,CANCELLED
9000002073,1000002073,20240522.0,20240526.0,4,Correo Argentino,TRK-WYDG30C3RB,DELIVERED
9000002074,1000002074,20240930.0,20241001.0,1,PICKUP,,DELIVERED
9000002075,1000002075,20241228.0,20250102.0,5,Correo Argentino,TRK-1BJA9HERQC,DELIVERED
9000002076,1000002076,,,1,PICKUP,,SHIPPED
9000002077,1000002077,,,,PICKUP,,CANCELLED
9000002078,1000002078,,,,Correo Argentino,,CANCELLED
9000002079,1000002079,20241102.0,20241108.0,6,Correo Argentino,TRK-GDJFGPSG73,SHIPPED
9000002080,1000002080,20240428.0,20240501.0,3,Correo Argentino,TRK-ELTDEI93SB,DELIVERED
9000002081,1000002081,20240505.0,20240508.0,3,Correo Argentino,TRK-EOJRBLB81X,DELIVERED
9000002082,1000002082,,,,Correo Argentino,,CANCELLED
9000002083,1000002083,,,3,Correo Argentino,TRK-65VGR99V1T,DELIVERED
9000002084,1000002084,,,2,Correo Argentino,TRK-Q2V3H06SNH,DELIVERED
9000002085,1000002085,,,,Correo Argentino,,CANCELLED
9000002086,1000002086,,,5,Correo Argentino,TRK-YM89YHH5ID,DELIVERED
9000002087,1000002087,20240605.0,20240606.0,1,PICKUP,,DELIVERED
9000002088,1000002088,,,4,Correo Argentino,TRK-MPJ0RQBTAN,DELIVERED
9000002089,1000002089,20240721.0,20240722.0,1,PICKUP,,DELIVERED
9000002090,1000002090,20240108.0,20240109.0,1,PICKUP,,DELIVERED
9000002091,1000002091,,,1,PICKUP,,DELIVERED
9000002092,1000002092,20240207.0,20240210.0,3,Correo Argentino,TRK-A2WQ0GIVBF,SHIPPED
9000002093,1000002093,20240622.0,20240623.0,1,PICKUP,,DELIVERED
9000002094,1000002094,,,,PICKUP,,CANCELLED
9000002095,1000002095,,,1,PICKUP,,SHIPPED
9000002096,1000002096,20241106.0,20241107.0,1,PICKUP,,DELIVERED
9000002097,1000002097,20240326.0,20240329.0,3,Correo Argentino,TRK-L82189QXGC,SHIPPED
9000002098,1000002098,20240214.0,20240219.0,5,Correo Argentino,TRK-T8RJOXKZ7C,DELIVERED
9000002099,1000002099,,,4,Correo Argentino,TRK-XX9RBFYG1T,DELIVERED
9000002100,1000002100,20240126.0,20240131.0,5,Correo Argentino,TRK-80GVF128ZR,SHIPPED
9000002101,1000002101,20240515.0,20240520.0,5,Correo Argentino,TRK-V5AXI7C6K7,DELIVERED
9000002102,1000002102,20240105.0,20240107.0,2,Correo Argentino,TRK-52EPRTUTXL,DELIVERED
9000002103,1000002103,,,1,PICKUP,,DELIVERED
9000002104,1000002104,,,5,Correo Argentino,TRK-LPSXVH0429,SHIPPED
9000002105,1000002105,20240114.0,20240115.0,1,PICKUP,,SHIPPED
9000002106,1000002106,,,1,PICKUP,,DELIVERED
9000002107,1000002107,,,1,PICKUP,,DELIVERED
9000002108,1000002108,,,1,PICKUP,,DELIVERED
9000002109,1000002109,20240518.0,20240519.0,1,PICKUP,,DELIVERED
9000002110,1000002110,,,3,Correo Argentino,TRK-R2XTH7T6IC,DELIVERED
9000002111,1000002111,20240412.0,20240415.0,3,Correo Argentino,TRK-12E310LNPL,DELIVERED
9000002112,1000002112,,,,PICKUP,,CANCELLED
9000002113,1000002113,20250222.0,20250223.0,1,PICKUP,,DELIVERED
9000002114,1000002114,20240824.0,20240825.0,1,PICKUP,,DELIVERED
9000002115,1000002115,,,,Correo Argentino,,CANCELLED
9000002116,1000002116,20240319.0,20240323.0,4,Correo Argentino,TRK-CZFPT44V4Z,DELIVERED
9000002117,1000002117,20240704.0,20240706.0,2,Correo Argentino,TRK-C527DM2D1U,DELIVERED
9000002118,1000002118,,,1,PICKUP,,DELIVERED
9000002119,1000002119,,,5,Correo Argentino,TRK-4RX4J0Q482,DELIVERED
9000002120,1000002120,20240704.0,20240706.0,2,Correo Argentino,TRK-13G3WSVM1L,SHIPPED
9000002121,1000002121,20250216.0,20250219.0,3,Correo Argentino,TRK-U3OXDXLGH9,DELIVERED
9000002122,1000002122,,,1,PICKUP,,DELIVERED
9000002123,1000002123,,,2,Correo Argentino,TRK-7GV8D2ZWE4,SHIPPED
9000002124,1000002124,20240628.0,20240630.0,2,Correo Argentino,TRK-TS0MYE5PZG,DELIVERED
9000002125,1000002125,,,4,Correo Argentino,TRK-DJ8VFMKMU5,DELIVERED
9000002126,1000002126,,,5,Correo Argentino,TRK-N15OQO3ZMB,DELIVERED
9000002127,1000002127,20241130.0,20241201.0,1,PICKUP,,READY
9000002128,1000002128,,,4,Correo Argentino,TRK-T5WNY51J6W,DELIVERED
9000002129,1000002129,,,1,PICKUP,,DELIVERED
9000002130,1000002130,,,,Correo Argentino,,CANCELLED
9000002131,1000002131,,,5,Correo Argentino,TRK-5KWF26CHJP,DELIVERED
9000002132,1000002132,,,,PICKUP,,CANCELLED
9000002133,1000002133,20240109.0,20240114.0,5,Correo Argentino,TRK-YX1EV61SEX,SHIPPED
9000002134,1000002134,,,1,PICKUP,,SHIPPED
9000002135,1000002135,20240604.0,20240605.0,1,PICKUP,,DELIVERED
9000002136,1000002136,20240704.0,20240706.0,2,Correo Argentino,TRK-MB6CCKHKVP,DELIVERED
9000002137,1000002137,20240430.0,20240502.0,2,Correo Argentino,TRK-DA9ICSRV34,SHIPPED
9000002138,1000002138,20250110.0,20250115.0,5,Correo Argentino,TRK-IHDOAU3FN9,DELIVERED
9000002139,1000002139,20240906.0,20240907.0,1,PICKUP,,SHIPPED
9000002140,1000002140,,,,Correo Argentino,,CANCELLED
9000002141,1000002141,20250211.0,20250216.0,5,Correo Argentino,TRK-F50RTDN22N,DELIVERED
9000002142,1000002142,,,,PICKUP,,CANCELLED
9000002143,1000002143,20241123.0,20241127.0,4,Correo Argentino,TRK-Z9OZ9MTC3J,SHIPPED
9000002144,1000002144,,,2,Correo Argentino,TRK-MWB92D5NKD,DELIVERED
9000002145,1000002145,,,3,Correo Argentino,TRK-FJ0QY1DD6T,SHIPPED
9000002146,1000002146,20240814.0,20240815.0,1,PICKUP,,DELIVERED
9000002147,1000002147,,,3,Correo Argentino,TRK-WH3CNCGJ9S,DELIVERED
9000002148,1000002148,,,,Correo Argentino,,CANCELLED
9000002149,1000002149,20241210.0,20241211.0,1,PICKUP,,SHIPPED
9000002150,1000002150,20241106.0,20241108.0,2,Correo Argentino,TRK-W94F8TQR7P,SHIPPED
9000002151,1000002151,20240521.0,20240525.0,4,Correo Argentino,TRK-B1X90OX4WB,DELIVERED
9000002152,1000002152,,,1,PICKUP,,DELIVERED
9000002153,1000002153,20240704.0,20240709.0,5,Correo Argentino,TRK-BQ8ZGAAEKP,SHIPPED
9000002154,1000002154,20241102.0,20241103.0,1,PICKUP,,DELIVERED
9000002155,1000002155,20240405.0,20240409.0,4,Correo Argentino,TRK-OT56TAT05I,SHIPPED
9000002156,1000002156,,,4,Correo Argentino,TRK-CVSWOB0DJO,DELIVERED
9000002157,1000002157,,,1,PICKUP,,DELIVERED
9000002158,1000002158,,,5,Correo Argentino,TRK-J50JFGQ2XN,DELIVERED
9000002159,1000002159,,,,PICKUP,,CANCELLED
9000002160,1000002160,20250226.0,,5,Correo Argentino,TRK-OCWXFBT47Z,SHIPPED
9000002161,1000002161,20241124.0,20241126.0,2,Correo Argentino,TRK-XUZQUVERI5,DELIVERED
9000002162,1000002162,20240208.0,20240209.0,1,PICKUP,,DELIVERED
9000002163,1000002163,,,2,Correo Argentino,TRK-JFY3XWCLGU,DELIVERED
9000002164,1000002164,20240620.0,20240621.0,1,PICKUP,,DELIVERED
9000002165,1000002165,20250127.0,20250131.0,4,Correo Argentino,TRK-I7O16AZ6O4,DELIVERED
9000002166,1000002166,20240202.0,20240203.0,1,PICKUP,,DELIVERED
9000002167,1000002167,,,1,PICKUP,,DELIVERED
9000002168,1000002168,,,,PICKUP,,CANCELLED
9000002169,1000002169,,,3,Correo Argentino,TRK-CFI4698Z9B,DELIVERED
9000002170,1000002170,,,2,Correo Argentino,TRK-YQY5QAIX72,DELIVERED
9000002171,1000002171,20240227.0,20240302.0,4,Correo Argentino,TRK-WLENZJ99ZK,SHIPPED
9000002172,1000002172,20250109.0,20250110.0,1,PICKUP,,DELIVERED
9000002173,1000002173,20240419.0,20240424.0,5,Correo Argentino,TRK-PHH5NIB0NF,SHIPPED
9000002174,1000002174,20240108.0,20240114.0,6,Correo Argentino,TRK-B880FI3HGL,DELIVERED
9000002175,1000002175,20240310.0,20240311.0,1,PICKUP,,DELIVERED
9000002176,1000002176,,,1,PICKUP,,DELIVERED
9000002177,1000002177,20240204.0,20240205.0,1,PICKUP,,DELIVERED
9000002178,1000002178,,,2,Correo Argentino,TRK-EO08Z46YQT,DELIVERED
9000002179,1000002179,20240621.0,20240624.0,3,Correo Argentino,TRK-LFJTAVVERA,SHIPPED
9000002180,1000002180,,,1,PICKUP,,DELIVERED
9000002181,1000002181,,,5,Correo Argentino,TRK-I5K6IB3RHE,DELIVERED
9000002182,1000002182,,,2,Correo Argentino,TRK-DZQKTM61SE,DELIVERED
9000002183,1000002183,20240216.0,20240217.0,1,PICKUP,,SHIPPED
9000002184,1000002184,,,1,PICKUP,,DELIVERED
9000002185,1000002185,20240425.0,20240429.0,4,Correo Argentino,TRK-L0FKKIL99O,SHIPPED
9000002186,1000002186,20240528.0,20240529.0,1,PICKUP,,DELIVERED
9000002187,1000002187,20250124.0,20250127.0,3,Correo Argentino,TRK-V6U8B4TY3B,DELIVERED
9000002188,1000002188,20240119.0,20240120.0,1,PICKUP,,DELIVERED
9000002189,1000002189,20240504.0,20240508.0,4,Correo Argentino,TRK-DTXAC8H92F,DELIVERED
9000002190,1000002190,,,1,PICKUP,,DELIVERED
