order_id,tiempo_id,cliente_sk,canal_id,store_id,geografia_billing_sk,geografia_shipping_sk,subtotal,tax_amount,shipping_fee,total_amount,status,currency_code
1000003582,20250120.0,1134,1,,1945.0,907,14700.0,3087.0,1500.0,19287.0,FULFILLED,ARS
1000003583,20240301.0,1074,2,4.0,213.0,4,49200.0,10332.0,0.0,59532.0,FULFILLED,ARS
1000003584,,350,1,,510.0,2061,25872.0,5433.12,900.0,32205.12,FULFILLED,ARS
1000003585,20241220.0,1406,1,,2808.0,2454,22800.0,4788.0,900.0,28488.0,CANCELLED,ARS
1000003586,20250217.0,1176,2,4.0,2827.0,4,54630.0,11472.3,0.0,66102.3,FULFILLED,ARS
1000003587,20240227.0,1367,1,,773.0,407,45000.0,9450.0,900.0,55350.0,PAID,ARS
1000003588,20240711.0,232,1,,2966.0,1334,44887.5,9426.38,1200.0,55513.88,REFUNDED,ARS
1000003589,,844,1,,681.0,1097,44100.0,9261.0,900.0,54261.0,FULFILLED,ARS
1000003590,,671,1,,980.0,2775,35280.0,7408.8,900.0,43588.8,FULFILLED,ARS
1000003591,20240813.0,407,1,,2378.0,2310,19440.0,4082.4,900.0,24422.4,FULFILLED,ARS
1000003592,20250226.0,944,1,,1322.0,2189,12825.0,2693.25,900.0,16418.25,CANCELLED,ARS
1000003593,20241018.0,327,2,2.0,814.0,2,15435.0,3241.35,0.0,18676.35,PAID,ARS
1000003594,20240628.0,199,1,,77.0,2756,55272.0,11607.12,900.0,67779.12,FULFILLED,ARS
1000003595,20241224.0,1409,1,,1994.0,1076,60270.0,12656.7,900.0,73826.7,FULFILLED,ARS
1000003596,20240229.0,949,2,2.0,345.0,2,49980.0,10495.8,0.0,60475.8,PAID,ARS
1000003597,20241106.0,900,1,,1662.0,1115,42750.0,8977.5,900.0,52627.5,PAID,ARS
1000003598,20240307.0,932,2,1.0,2175.0,1,30000.0,6300.0,0.0,36300.0,PAID,ARS
1000003599,20240115.0,683,2,1.0,2725.0,1,47025.0,9875.25,0.0,56900.25,FULFILLED,ARS
1000003600,20240216.0,1360,2,4.0,2874.0,4,31350.0,6583.5,0.0,37933.5,CANCELLED,ARS
1000003601,20240907.0,505,1,,,156,42750.0,8977.5,900.0,52627.5,FULFILLED,ARS
1000003602,,371,1,,1100.0,514,12150.0,2551.5,900.0,15601.5,REFUNDED,ARS
1000003603,20240106.0,535,1,,738.0,1935,14250.0,2992.5,900.0,18142.5,FULFILLED,ARS
1000003604,20241019.0,446,1,,302.0,550,57600.0,12096.0,1200.0,70896.0,FULFILLED,ARS
1000003605,,610,2,4.0,2274.0,4,43500.0,9135.0,0.0,52635.0,CREATED,ARS
1000003606,20240619.0,243,1,,619.0,1732,13500.0,2835.0,1200.0,17535.0,CANCELLED,ARS
1000003607,20241107.0,1469,2,2.0,2624.0,2,22800.0,4788.0,0.0,27588.0,PAID,ARS
1000003608,20250228.0,86,1,,26.0,942,39600.0,8316.0,900.0,48816.0,FULFILLED,ARS
1000003609,,437,1,,424.0,684,27348.0,5743.08,1200.0,34291.08,REFUNDED,ARS
1000003610,20240813.0,199,1,,2601.0,900,65205.0,13693.05,900.0,79798.05,FULFILLED,ARS
1000003611,20240427.0,350,1,,60.0,309,64500.0,13545.0,900.0,78945.0,CANCELLED,ARS
1000003612,20240215.0,105,2,1.0,1144.0,1,41250.0,8662.5,0.0,49912.5,FULFILLED,ARS
1000003613,20240426.0,698,1,,211.0,2474,23520.0,4939.2,0.0,28459.2,FULFILLED,ARS
1000003614,20240228.0,1236,1,,2781.0,2872,23520.0,4939.2,1200.0,29659.2,FULFILLED,ARS
1000003615,20241228.0,1305,1,,681.0,1106,23940.0,5027.4,900.0,29867.4,FULFILLED,ARS
1000003616,,1262,1,,1416.0,254,52500.0,11025.0,900.0,64425.0,FULFILLED,ARS
1000003617,20241228.0,1325,2,4.0,1852.0,4,44887.5,9426.38,0.0,54313.88,FULFILLED,ARS
1000003618,20240111.0,117,1,,,3153,48204.0,10122.84,900.0,59226.84,CANCELLED,ARS
1000003619,,1322,1,,509.0,84,28350.0,5953.5,1200.0,35503.5,FULFILLED,ARS
1000003620,20240204.0,694,2,3.0,3000.0,3,44100.0,9261.0,0.0,53361.0,CREATED,ARS
1000003621,20240719.0,1092,2,2.0,3174.0,2,27000.0,5670.0,0.0,32670.0,FULFILLED,ARS
1000003622,20240329.0,279,1,,1481.0,3068,29700.0,6237.0,1200.0,37137.0,PAID,ARS
1000003623,20240107.0,1277,2,1.0,461.0,1,21600.0,4536.0,0.0,26136.0,FULFILLED,ARS
1000003624,,983,2,3.0,1218.0,3,11760.0,2469.6,0.0,14229.6,FULFILLED,ARS
1000003625,20240319.0,1300,1,,1033.0,2080,29925.0,6284.25,0.0,36209.25,FULFILLED,ARS
1000003626,20241030.0,727,2,4.0,2189.0,4,32400.0,6804.0,0.0,39204.0,REFUNDED,ARS
1000003627,20240624.0,496,1,,2927.0,1963,22800.0,4788.0,1500.0,29088.0,FULFILLED,ARS
1000003628,20240808.0,657,1,,2682.0,525,35910.0,7541.1,0.0,43451.1,FULFILLED,ARS
1000003629,20250114.0,277,1,,,1483,10800.0,2268.0,0.0,13068.0,FULFILLED,ARS
1000003630,20240925.0,523,1,,243.0,744,36000.0,7560.0,1200.0,44760.0,FULFILLED,ARS
1000003631,20241111.0,126,1,,1785.0,283,29400.0,6174.0,900.0,36474.0,FULFILLED,ARS
1000003632,20240420.0,1034,2,1.0,745.0,1,14850.0,3118.5,0.0,17968.5,CANCELLED,ARS
1000003633,20250111.0,358,2,4.0,2428.0,4,12000.0,2520.0,0.0,14520.0,FULFILLED,ARS
1000003634,20240327.0,637,1,,968.0,1692,32400.0,6804.0,1200.0,40404.0,FULFILLED,ARS
1000003635,20240831.0,691,2,2.0,24.0,2,34020.0,7144.2,0.0,41164.2,FULFILLED,ARS
1000003636,20241110.0,380,2,4.0,212.0,4,78030.0,16386.3,0.0,94416.3,FULFILLED,ARS
1000003637,20240827.0,1253,1,,,368,22560.0,4737.6,900.0,28197.6,FULFILLED,ARS
1000003638,20240722.0,1068,2,4.0,2640.0,4,35280.0,7408.8,0.0,42688.8,CANCELLED,ARS
1000003639,20250225.0,1188,1,,892.0,234,42750.0,8977.5,1500.0,53227.5,FULFILLED,ARS
1000003640,,1354,1,,1178.0,1323,15000.0,3150.0,900.0,19050.0,FULFILLED,ARS
1000003641,20240928.0,1109,2,2.0,428.0,2,38808.0,8149.68,0.0,46957.68,FULFILLED,ARS
1000003642,20240911.0,1399,2,1.0,2363.0,1,36750.0,7717.5,0.0,44467.5,FULFILLED,ARS
1000003643,20240512.0,672,2,1.0,245.0,1,41460.0,8706.6,0.0,50166.6,FULFILLED,ARS
1000003644,20240419.0,1351,2,1.0,3059.0,1,76350.0,16033.5,0.0,92383.5,FULFILLED,ARS
1000003645,20240727.0,725,1,,2013.0,1776,51000.0,10710.0,1500.0,63210.0,CANCELLED,ARS
1000003646,20240618.0,1288,2,3.0,813.0,3,28350.0,5953.5,0.0,34303.5,FULFILLED,ARS
1000003647,20240711.0,542,1,,3120.0,2243,46305.0,9724.05,1200.0,57229.05,FULFILLED,ARS
1000003648,,205,1,,,2420,49020.0,10294.2,1200.0,60514.2,FULFILLED,ARS
1000003649,20240423.0,421,1,,2148.0,1182,12600.0,2646.0,1200.0,16446.0,FULFILLED,ARS
1000003650,20240825.0,433,1,,,2925,66870.0,14042.7,1200.0,82112.7,PAID,ARS
1000003651,20240623.0,313,1,,1276.0,1495,15750.0,3307.5,900.0,19957.5,CANCELLED,ARS
1000003652,20240208.0,556,2,4.0,,4,34200.0,7182.0,0.0,41382.0,FULFILLED,ARS
1000003653,,1225,1,,1799.0,709,24000.0,5040.0,1500.0,30540.0,FULFILLED,ARS
1000003654,20240812.0,1326,1,,229.0,2759,56400.0,11844.0,1200.0,69444.0,PAID,ARS
1000003655,,513,1,,1202.0,544,10800.0,2268.0,900.0,13968.0,CANCELLED,ARS
1000003656,20240505.0,196,1,,352.0,1750,62100.0,13041.0,1500.0,76641.0,CREATED,ARS
1000003657,20240929.0,377,1,,,2521,21600.0,4536.0,900.0,27036.0,CANCELLED,ARS
1000003658,20240608.0,400,2,2.0,2697.0,2,24000.0,5040.0,0.0,29040.0,FULFILLED,ARS
1000003659,,1177,1,,906.0,2469,49950.0,10489.5,1500.0,61939.5,CREATED,ARS
1000003660,20240311.0,833,1,,172.0,1804,61500.0,12915.0,1500.0,75915.0,FULFILLED,ARS
1000003661,20240922.0,308,1,,1072.0,1460,11970.0,2513.7,1500.0,15983.7,CREATED,ARS
1000003662,20240917.0,291,2,4.0,49.0,4,36000.0,7560.0,0.0,43560.0,FULFILLED,ARS
1000003663,,727,1,,478.0,2206,14250.0,2992.5,900.0,18142.5,FULFILLED,ARS
1000003664,20241226.0,587,2,3.0,,3,42750.0,8977.5,0.0,51727.5,FULFILLED,ARS
1000003665,20241202.0,448,2,2.0,,2,13500.0,2835.0,0.0,16335.0,FULFILLED,ARS
1000003666,20240604.0,1144,2,1.0,411.0,1,48300.0,10143.0,0.0,58443.0,FULFILLED,ARS
1000003667,,516,1,,351.0,2337,25200.0,5292.0,1500.0,31992.0,CANCELLED,ARS
1000003668,20241019.0,1123,1,,2732.0,768,21600.0,4536.0,1500.0,27636.0,REFUNDED,ARS
1000003669,20240522.0,1203,1,,2291.0,2602,32400.0,6804.0,1200.0,40404.0,PAID,ARS
1000003670,20240319.0,377,2,1.0,3114.0,1,41400.0,8694.0,0.0,50094.0,FULFILLED,ARS
1000003671,20240331.0,991,1,,157.0,2865,37800.0,7938.0,900.0,46638.0,FULFILLED,ARS
1000003672,,240,1,,2137.0,1068,22800.0,4788.0,1200.0,28788.0,CREATED,ARS
1000003673,,1155,2,4.0,,4,11760.0,2469.6,0.0,14229.6,FULFILLED,ARS
1000003674,20240325.0,46,2,3.0,1576.0,3,37044.0,7779.24,0.0,44823.24,PAID,ARS
1000003675,20241011.0,1102,1,,1204.0,1612,11340.0,2381.4,1200.0,14921.4,FULFILLED,ARS
1000003676,20241124.0,1402,1,,237.0,123,26220.0,5506.2,900.0,32626.2,CREATED,ARS
1000003677,20241224.0,429,1,,1683.0,830,55200.0,11592.0,1200.0,67992.0,PAID,ARS
1000003678,20240724.0,1106,2,2.0,1815.0,2,32400.0,6804.0,0.0,39204.0,FULFILLED,ARS
1000003679,20240909.0,1067,1,,,2637,10260.0,2154.6,1200.0,13614.6,FULFILLED,ARS
1000003680,20240119.0,125,1,,,382,14700.0,3087.0,900.0,18687.0,FULFILLED,ARS
1000003681,,352,1,,2915.0,2832,13230.0,2778.3,1200.0,17208.3,FULFILLED,ARS
1000003682,20240305.0,592,2,2.0,3134.0,2,12540.0,2633.4,0.0,15173.4,FULFILLED,ARS
1000003683,20240216.0,231,2,1.0,287.0,1,35910.0,7541.1,0.0,43451.1,FULFILLED,ARS
1000003684,20240329.0,23,1,,2929.0,463,37620.0,7900.2,900.0,46420.2,REFUNDED,ARS
1000003685,20250205.0,622,1,,1103.0,282,23520.0,4939.2,1200.0,29659.2,FULFILLED,ARS
1000003686,20250201.0,971,2,2.0,256.0,2,78750.0,16537.5,0.0,95287.5,FULFILLED,ARS
1000003687,20241017.0,724,2,4.0,2199.0,4,31752.0,6667.92,0.0,38419.92,FULFILLED,ARS
1000003688,20250221.0,150,1,,772.0,2642,21168.0,4445.28,1200.0,26813.28,FULFILLED,ARS
1000003689,20240602.0,683,1,,,2740,25200.0,5292.0,900.0,31392.0,FULFILLED,ARS
1000003690,20240930.0,1219,1,,2907.0,493,63390.0,13311.9,1200.0,77901.9,PAID,ARS
1000003691,20240125.0,71,1,,1437.0,495,15675.0,3291.75,1200.0,20166.75,FULFILLED,ARS
1000003692,20240531.0,120,2,1.0,1843.0,1,40500.0,8505.0,0.0,49005.0,REFUNDED,ARS
1000003693,20250104.0,937,2,3.0,3019.0,3,29700.0,6237.0,0.0,35937.0,FULFILLED,ARS
1000003694,20240617.0,1122,1,,,226,26460.0,5556.6,900.0,32916.6,PAID,ARS
1000003695,,1380,1,,2009.0,921,108000.0,22680.0,1200.0,131880.0,FULFILLED,ARS
1000003696,20241127.0,910,2,3.0,894.0,3,34020.0,7144.2,0.0,41164.2,FULFILLED,ARS
1000003697,20250103.0,787,1,,,22,37044.0,7779.24,1200.0,46023.24,FULFILLED,ARS
1000003698,20240909.0,1155,1,,2790.0,515,23940.0,5027.4,900.0,29867.4,CANCELLED,ARS
1000003699,,86,1,,2583.0,1476,26400.0,5544.0,900.0,32844.0,FULFILLED,ARS
1000003700,20250126.0,938,2,4.0,,4,14250.0,2992.5,0.0,17242.5,FULFILLED,ARS
1000003701,20240419.0,1058,2,4.0,1711.0,4,12000.0,2520.0,0.0,14520.0,PAID,ARS
1000003702,20240310.0,414,2,2.0,2189.0,2,41700.0,8757.0,0.0,50457.0,FULFILLED,ARS
1000003703,20240909.0,166,1,,205.0,403,22800.0,4788.0,900.0,28488.0,FULFILLED,ARS
1000003704,20241230.0,1427,2,3.0,3130.0,3,37620.0,7900.2,0.0,45520.2,FULFILLED,ARS
1000003705,20240509.0,362,2,4.0,767.0,4,14250.0,2992.5,0.0,17242.5,FULFILLED,ARS
1000003706,20240801.0,1491,1,,1621.0,2349,72637.5,15253.88,1200.0,89091.38,FULFILLED,ARS
1000003707,20250202.0,465,1,,413.0,1390,21600.0,4536.0,900.0,27036.0,PAID,ARS
1000003708,20250131.0,724,2,3.0,616.0,3,33000.0,6930.0,0.0,39930.0,FULFILLED,ARS
1000003709,20240911.0,1342,1,,1480.0,51,28500.0,5985.0,1500.0,35985.0,FULFILLED,ARS
1000003710,,244,2,2.0,2622.0,2,35280.0,7408.8,0.0,42688.8,PAID,ARS
1000003711,20240430.0,747,1,,801.0,2066,84600.0,17766.0,1200.0,103566.0,FULFILLED,ARS
1000003712,20250113.0,1225,1,,,326,31860.0,6690.6,900.0,39450.6,FULFILLED,ARS
1000003713,20241027.0,115,2,1.0,1237.0,1,48510.0,10187.1,0.0,58697.1,REFUNDED,ARS
1000003714,20250216.0,831,1,,2150.0,111,65700.0,13797.0,1200.0,80697.0,FULFILLED,ARS
1000003715,20241224.0,102,1,,2309.0,2000,15000.0,3150.0,1200.0,19350.0,CANCELLED,ARS
1000003716,20250220.0,666,1,,2915.0,1340,13200.0,2772.0,1500.0,17472.0,FULFILLED,ARS
1000003717,,1121,2,2.0,1112.0,2,36000.0,7560.0,0.0,43560.0,REFUNDED,ARS
1000003718,,841,1,,211.0,2456,24000.0,5040.0,1200.0,30240.0,FULFILLED,ARS
1000003719,20250224.0,1412,1,,326.0,768,11760.0,2469.6,1500.0,15729.6,FULFILLED,ARS
1000003720,20240103.0,1210,1,,2404.0,2387,30000.0,6300.0,1200.0,37500.0,CANCELLED,ARS
1000003721,20241114.0,362,1,,,1359,47100.0,9891.0,0.0,56991.0,FULFILLED,ARS
1000003722,20241128.0,1009,1,,2354.0,2432,44880.0,9424.8,900.0,55204.8,FULFILLED,ARS
1000003723,,830,1,,2339.0,1650,34020.0,7144.2,0.0,41164.2,PAID,ARS
1000003724,,995,2,3.0,3009.0,3,12000.0,2520.0,0.0,14520.0,CREATED,ARS
1000003725,,504,1,,2883.0,2713,21168.0,4445.28,1500.0,27113.28,FULFILLED,ARS
1000003726,,1093,2,4.0,2438.0,4,35640.0,7484.4,0.0,43124.4,FULFILLED,ARS
1000003727,,805,1,,2084.0,1631,11400.0,2394.0,1200.0,14994.0,CANCELLED,ARS
1000003728,20241108.0,657,1,,2951.0,881,11760.0,2469.6,0.0,14229.6,FULFILLED,ARS
1000003729,,965,1,,543.0,3182,61230.0,12858.3,1200.0,75288.3,FULFILLED,ARS
1000003730,,439,2,3.0,476.0,3,22800.0,4788.0,0.0,27588.0,CANCELLED,ARS
1000003731,20240513.0,457,1,,304.0,403,53520.0,11239.2,900.0,65659.2,FULFILLED,ARS
1000003732,20241029.0,958,1,,2980.0,568,52380.0,10999.8,900.0,64279.8,FULFILLED,ARS
1000003733,20240526.0,725,1,,2077.0,1731,66120.0,13885.2,1200.0,81205.2,FULFILLED,ARS
1000003734,20240131.0,256,2,2.0,787.0,2,42750.0,8977.5,0.0,51727.5,FULFILLED,ARS
1000003735,20240426.0,919,2,2.0,3039.0,2,13230.0,2778.3,0.0,16008.3,PAID,ARS
1000003736,20240922.0,292,2,3.0,323.0,3,21600.0,4536.0,0.0,26136.0,FULFILLED,ARS
1000003737,20241204.0,1377,1,,296.0,785,13230.0,2778.3,900.0,16908.3,PAID,ARS
1000003738,20250202.0,290,1,,2107.0,689,12000.0,2520.0,1200.0,15720.0,FULFILLED,ARS
1000003739,,1273,1,,2675.0,2258,45000.0,9450.0,1200.0,55650.0,FULFILLED,ARS
1000003740,,1056,2,2.0,,2,14250.0,2992.5,0.0,17242.5,PAID,ARS
1000003741,20241028.0,601,1,,803.0,238,56160.0,11793.6,900.0,68853.6,FULFILLED,ARS
1000003742,20240806.0,1500,1,,,2499,40500.0,8505.0,1500.0,50505.0,FULFILLED,ARS
1000003743,20240516.0,1241,1,,1651.0,893,39690.0,8334.9,1200.0,49224.9,FULFILLED,ARS
1000003744,20241204.0,874,2,3.0,2871.0,3,21168.0,4445.28,0.0,25613.28,FULFILLED,ARS
1000003745,20241124.0,911,1,,2601.0,1811,44100.0,9261.0,1200.0,54561.0,FULFILLED,ARS
1000003746,20250223.0,910,1,,290.0,1304,21168.0,4445.28,900.0,26513.28,FULFILLED,ARS
1000003747,,1089,2,2.0,1477.0,2,61800.0,12978.0,0.0,74778.0,FULFILLED,ARS
1000003748,20240323.0,855,1,,570.0,266,42525.0,8930.25,1200.0,52655.25,FULFILLED,ARS
1000003749,20240815.0,543,1,,277.0,1176,30000.0,6300.0,1200.0,37500.0,CANCELLED,ARS
1000003750,20241009.0,738,2,1.0,2122.0,1,27000.0,5670.0,0.0,32670.0,PAID,ARS
1000003751,20241203.0,1043,1,,507.0,972,27000.0,5670.0,900.0,33570.0,FULFILLED,ARS
1000003752,,733,1,,871.0,1346,14250.0,2992.5,1200.0,18442.5,REFUNDED,ARS
1000003753,20240625.0,77,1,,,1258,78000.0,16380.0,900.0,95280.0,PAID,ARS
1000003754,,1067,1,,1995.0,286,29400.0,6174.0,0.0,35574.0,FULFILLED,ARS
1000003755,20240107.0,387,1,,2582.0,221,32670.0,6860.7,900.0,40430.7,FULFILLED,ARS
1000003756,20241222.0,942,2,1.0,,1,14175.0,2976.75,0.0,17151.75,FULFILLED,ARS
1000003757,,863,2,1.0,156.0,1,40500.0,8505.0,0.0,49005.0,FULFILLED,ARS
1000003758,,1368,2,2.0,2677.0,2,80280.0,16858.8,0.0,97138.8,FULFILLED,ARS
1000003759,,722,1,,2988.0,1785,40500.0,8505.0,1500.0,50505.0,FULFILLED,ARS
1000003760,,168,1,,1617.0,2409,22800.0,4788.0,1200.0,28788.0,PAID,ARS
1000003761,20240830.0,625,1,,127.0,1413,12540.0,2633.4,0.0,15173.4,FULFILLED,ARS
1000003762,20240425.0,1021,1,,,2618,42750.0,8977.5,0.0,51727.5,FULFILLED,ARS
1000003763,20240626.0,739,1,,2620.0,1829,55950.0,11749.5,1500.0,69199.5,PAID,ARS
1000003764,,1362,1,,2096.0,2572,40500.0,8505.0,900.0,49905.0,FULFILLED,ARS
1000003765,20250206.0,921,1,,2881.0,1269,30780.0,6463.8,1200.0,38443.8,FULFILLED,ARS
1000003766,,1071,2,2.0,505.0,2,36000.0,7560.0,0.0,43560.0,FULFILLED,ARS
1000003767,20240501.0,759,1,,428.0,980,56400.0,11844.0,900.0,69144.0,FULFILLED,ARS
1000003768,,285,1,,2806.0,1647,26460.0,5556.6,900.0,32916.6,PAID,ARS
1000003769,20241029.0,200,2,3.0,734.0,3,29400.0,6174.0,0.0,35574.0,CANCELLED,ARS
1000003770,,1377,1,,1852.0,2173,44400.0,9324.0,1500.0,55224.0,FULFILLED,ARS
1000003771,20240504.0,278,2,2.0,1561.0,2,11400.0,2394.0,0.0,13794.0,PAID,ARS
1000003772,,519,2,2.0,1988.0,2,13500.0,2835.0,0.0,16335.0,FULFILLED,ARS
1000003773,20240904.0,1476,1,,,2918,14700.0,3087.0,1200.0,18987.0,FULFILLED,ARS
1000003774,20240405.0,1026,1,,2207.0,1288,72897.0,15308.37,0.0,88205.37,CANCELLED,ARS
1000003775,20240119.0,820,1,,,1072,14250.0,2992.5,900.0,18142.5,FULFILLED,ARS
1000003776,20240819.0,1140,1,,3048.0,1546,11760.0,2469.6,1200.0,15429.6,PAID,ARS
1000003777,20240907.0,382,2,1.0,5.0,1,27000.0,5670.0,0.0,32670.0,FULFILLED,ARS
1000003778,20240402.0,246,1,,66.0,818,34200.0,7182.0,1500.0,42882.0,FULFILLED,ARS
1000003779,,798,1,,,1755,34200.0,7182.0,1200.0,42582.0,FULFILLED,ARS
1000003780,20240210.0,1167,1,,869.0,788,25872.0,5433.12,900.0,32205.12,CANCELLED,ARS
1000003781,20250220.0,1454,1,,505.0,2615,37800.0,7938.0,900.0,46638.0,FULFILLED,ARS
1000003782,20240822.0,488,2,3.0,977.0,3,11400.0,2394.0,0.0,13794.0,FULFILLED,ARS
1000003783,20250121.0,1116,1,,543.0,827,56925.0,11954.25,1500.0,70379.25,FULFILLED,ARS
1000003784,20241016.0,15,1,,598.0,512,40080.0,8416.8,900.0,49396.8,FULFILLED,ARS
1000003785,,332,2,1.0,,1,43800.0,9198.0,0.0,52998.0,FULFILLED,ARS
1000003786,20240401.0,707,2,1.0,116.0,1,22800.0,4788.0,0.0,27588.0,CANCELLED,ARS
1000003787,,238,1,,1354.0,2785,73500.0,15435.0,1200.0,90135.0,FULFILLED,ARS
1000003788,20240328.0,66,2,2.0,1569.0,2,35280.0,7408.8,0.0,42688.8,FULFILLED,ARS
1000003789,,407,1,,635.0,1386,40500.0,8505.0,1200.0,50205.0,FULFILLED,ARS
1000003790,20240916.0,1095,1,,1795.0,2122,31752.0,6667.92,0.0,38419.92,REFUNDED,ARS
1000003791,20240828.0,553,2,1.0,1910.0,1,45000.0,9450.0,0.0,54450.0,FULFILLED,ARS
1000003792,20240421.0,533,1,,2183.0,390,41400.0,8694.0,900.0,50994.0,FULFILLED,ARS
1000003793,20241211.0,332,1,,2774.0,907,14700.0,3087.0,1200.0,18987.0,PAID,ARS
1000003794,,730,1,,759.0,708,57510.0,12077.1,1200.0,70787.1,FULFILLED,ARS
1000003795,20240821.0,615,2,3.0,450.0,3,44100.0,9261.0,0.0,53361.0,FULFILLED,ARS
1000003796,20240430.0,1274,1,,,1883,28500.0,5985.0,900.0,35385.0,FULFILLED,ARS
1000003797,20250226.0,1275,2,2.0,,2,15750.0,3307.5,0.0,19057.5,FULFILLED,ARS
1000003798,20240426.0,595,2,3.0,72.0,3,42750.0,8977.5,0.0,51727.5,FULFILLED,ARS
1000003799,,1086,1,,1145.0,2673,14700.0,3087.0,900.0,18687.0,PAID,ARS
1000003800,,945,1,,482.0,2442,31968.0,6713.28,900.0,39581.28,FULFILLED,ARS
1000003801,20240507.0,1296,2,4.0,1235.0,4,36840.0,7736.4,0.0,44576.4,FULFILLED,ARS
1000003802,,1467,1,,2219.0,2758,12936.0,2716.56,1200.0,16852.56,FULFILLED,ARS
1000003803,,468,1,,788.0,1726,77175.0,16206.75,900.0,94281.75,FULFILLED,ARS
1000003804,20240217.0,23,2,1.0,1958.0,1,14250.0,2992.5,0.0,17242.5,FULFILLED,ARS
1000003805,20241219.0,175,2,1.0,1752.0,1,44700.0,9387.0,0.0,54087.0,FULFILLED,ARS
1000003806,20241128.0,1157,1,,1895.0,3068,78300.0,16443.0,900.0,95643.0,FULFILLED,ARS
1000003807,,481,1,,1187.0,1562,37620.0,7900.2,900.0,46420.2,FULFILLED,ARS
1000003808,20241223.0,975,1,,2300.0,648,100560.0,21117.6,900.0,122577.6,FULFILLED,ARS
1000003809,20250202.0,760,2,4.0,2348.0,4,15675.0,3291.75,0.0,18966.75,REFUNDED,ARS
1000003810,20241003.0,586,1,,2682.0,361,35280.0,7408.8,1200.0,43888.8,FULFILLED,ARS
1000003811,,1407,1,,53.0,1302,35280.0,7408.8,0.0,42688.8,FULFILLED,ARS
1000003812,20241212.0,974,1,,2189.0,2411,44280.0,9298.8,1200.0,54778.8,CANCELLED,ARS
1000003813,20241018.0,1446,1,,223.0,2452,55800.0,11718.0,900.0,68418.0,FULFILLED,ARS
1000003814,,1298,1,,1575.0,1173,30000.0,6300.0,1200.0,37500.0,FULFILLED,ARS
1000003815,20241228.0,588,2,2.0,2257.0,2,39600.0,8316.0,0.0,47916.0,CANCELLED,ARS
1000003816,,668,1,,895.0,308,45000.0,9450.0,1200.0,55650.0,PAID,ARS
1000003817,20240709.0,1294,1,,1563.0,441,35280.0,7408.8,1500.0,44188.8,FULFILLED,ARS
1000003818,20250125.0,266,1,,2636.0,1266,36000.0,7560.0,1500.0,45060.0,FULFILLED,ARS
1000003819,20240102.0,1323,2,2.0,2835.0,2,40500.0,8505.0,0.0,49005.0,PAID,ARS
1000003820,,1117,1,,1686.0,1973,29400.0,6174.0,900.0,36474.0,CANCELLED,ARS
1000003821,20240215.0,306,1,,1553.0,223,37620.0,7900.2,1500.0,47020.2,FULFILLED,ARS
1000003822,20240822.0,850,1,,2171.0,257,36750.0,7717.5,1200.0,45667.5,FULFILLED,ARS
1000003823,20240511.0,732,2,3.0,,3,10800.0,2268.0,0.0,13068.0,FULFILLED,ARS
1000003824,20240921.0,961,1,,2174.0,1365,26460.0,5556.6,900.0,32916.6,PAID,ARS
1000003825,20240413.0,193,2,3.0,2636.0,3,111150.0,23341.5,0.0,134491.5,PAID,ARS
1000003826,20240731.0,345,1,,2658.0,577,32400.0,6804.0,900.0,40104.0,FULFILLED,ARS
1000003827,20240821.0,92,1,,2656.0,1275,36000.0,7560.0,0.0,43560.0,FULFILLED,ARS
1000003828,20240427.0,313,2,4.0,1115.0,4,15000.0,3150.0,0.0,18150.0,FULFILLED,ARS
1000003829,20240725.0,99,2,3.0,2102.0,3,73800.0,15498.0,0.0,89298.0,PAID,ARS
1000003830,20240705.0,1270,1,,2240.0,1545,34200.0,7182.0,900.0,42282.0,FULFILLED,ARS
1000003831,,919,2,4.0,981.0,4,15000.0,3150.0,0.0,18150.0,FULFILLED,ARS
1000003832,,1343,1,,,1613,23760.0,4989.6,900.0,29649.6,FULFILLED,ARS
1000003833,,424,1,,2679.0,1509,66450.0,13954.5,0.0,80404.5,PAID,ARS
1000003834,20240302.0,884,1,,2965.0,639,34200.0,7182.0,1500.0,42882.0,FULFILLED,ARS
1000003835,20241130.0,1398,1,,461.0,711,34020.0,7144.2,1500.0,42664.2,FULFILLED,ARS
1000003836,,747,2,2.0,,2,11760.0,2469.6,0.0,14229.6,REFUNDED,ARS
1000003837,20250106.0,1285,1,,2859.0,3127,34200.0,7182.0,1200.0,42582.0,FULFILLED,ARS
1000003838,20240507.0,120,1,,1558.0,1669,11880.0,2494.8,1200.0,15574.8,FULFILLED,ARS
1000003839,,1449,2,1.0,1528.0,1,21600.0,4536.0,0.0,26136.0,PAID,ARS
1000003840,20240330.0,814,1,,1201.0,494,24900.0,5229.0,900.0,31029.0,FULFILLED,ARS
1000003841,20240313.0,462,2,2.0,461.0,2,56880.0,11944.8,0.0,68824.8,FULFILLED,ARS
1000003842,20241217.0,127,1,,1101.0,1982,23940.0,5027.4,900.0,29867.4,FULFILLED,ARS
1000003843,20240323.0,509,2,2.0,2694.0,2,47400.0,9954.0,0.0,57354.0,FULFILLED,ARS
1000003844,20240919.0,308,1,,3076.0,1884,35280.0,7408.8,1500.0,44188.8,REFUNDED,ARS
1000003845,20241117.0,199,1,,2053.0,2465,80550.0,16915.5,1500.0,98965.5,PAID,ARS
