nps_id,cliente_sk,canal_id,tiempo_id,score,comment
13000000548,253,2,20240119,9,Todo perfecto
13000000549,206,2,20240308,9,Atención muy buena
13000000550,899,1,20250910,8,Muy conforme con la calidad
13000000551,1254,1,20250707,3,Tardó un poco más de lo esperado
13000000552,1317,2,20250518,10,Podría mejorar el empaque
13000000553,466,1,20241119,8,
13000000554,191,1,20241119,9,Atención muy buena
13000000555,362,2,20240629,10,Muy conforme con la calidad
13000000556,263,1,20240508,7,
13000000557,1473,2,20250309,10,Entrega rápida y producto excelente
13000000558,1494,1,20240725,10,Muy conforme con la calidad
13000000559,359,1,20250719,3,Muy conforme con la calidad
13000000560,181,1,20250726,10,Todo perfecto
13000000561,682,1,20250402,10,Volvería a comprar
13000000562,1142,1,20240530,9,Entrega rápida y producto excelente
13000000563,475,1,20240518,8,Entrega rápida y producto excelente
13000000564,541,1,20241224,10,Atención muy buena
13000000565,1344,1,20250622,10,Todo perfecto
13000000566,561,2,20240726,10,Muy conforme con la calidad
13000000567,981,2,20240223,8,Podría mejorar el empaque
13000000568,311,1,20240421,7,Muy conforme con la calidad
13000000569,1007,2,20250515,7,Atención muy buena
13000000570,952,2,20250916,6,
13000000571,1464,1,20240522,8,Atención muy buena
13000000572,863,2,20240619,9,Todo perfecto
13000000573,724,2,20250208,6,Todo perfecto
13000000574,612,1,20240315,7,Atención muy buena
13000000575,382,1,20240305,5,Entrega rápida y producto excelente
13000000576,311,1,20240114,8,Todo perfecto
13000000577,1041,2,20251005,9,Podría mejorar el empaque
13000000578,816,1,20250920,7,Atención muy buena
13000000579,189,2,20250924,6,Volvería a comprar
13000000580,1133,2,20240813,0,Todo perfecto
13000000581,1095,1,20240928,7,Volvería a comprar
13000000582,468,2,20250828,1,Todo perfecto
13000000583,416,2,20250223,1,Muy conforme con la calidad
13000000584,707,1,20250519,10,Volvería a comprar
13000000585,1375,1,20240419,7,Atención muy buena
13000000586,689,2,20250616,7,Atención muy buena
13000000587,759,2,20250404,7,Atención muy buena
13000000588,152,2,20250421,7,Atención muy buena
13000000589,724,2,20250618,5,Tardó un poco más de lo esperado
13000000590,495,1,20240824,6,Muy conforme con la calidad
13000000591,1104,1,20240304,4,
13000000592,1158,1,20240823,0,
13000000593,932,1,20250619,9,Todo perfecto
13000000594,150,1,20240905,2,Volvería a comprar
13000000595,323,2,20240320,2,Podría mejorar el empaque
13000000596,536,1,20240324,5,Atención muy buena
13000000597,1245,1,20250622,10,Todo perfecto
13000000598,1284,1,20250803,6,Podría mejorar el empaque
13000000599,1168,1,20250409,3,Muy conforme con la calidad
13000000600,1346,1,20240113,10,Podría mejorar el empaque
13000000601,213,1,20240712,7,Muy conforme con la calidad
13000000602,311,2,20240709,7,Atención muy buena
13000000603,32,2,20240130,9,Entrega rápida y producto excelente
13000000604,606,1,20240212,7,Atención muy buena
13000000605,1309,2,20241010,9,Volvería a comprar
13000000606,833,1,20240322,7,Volvería a comprar
13000000607,1123,2,20241124,9,Entrega rápida y producto excelente
13000000608,878,2,20250731,8,Tardó un poco más de lo esperado
13000000609,1317,2,20250621,8,
13000000610,218,2,20250529,9,Entrega rápida y producto excelente
13000000611,1456,1,20250927,8,Volvería a comprar
13000000612,987,1,20240820,9,Muy conforme con la calidad
13000000613,75,2,20240111,10,Volvería a comprar
13000000614,649,2,20250501,1,Volvería a comprar
13000000615,1095,1,20250514,6,Atención muy buena
13000000616,1136,2,20240206,9,Tardó un poco más de lo esperado
13000000617,1046,1,20240610,7,Atención muy buena
13000000618,1339,2,20240830,8,Todo perfecto
13000000619,724,1,20250323,3,Volvería a comprar
13000000620,32,2,20250814,0,Muy conforme con la calidad
13000000621,728,1,20240622,8,Atención muy buena
13000000622,299,1,20250711,7,Atención muy buena
13000000623,299,1,20250112,5,Muy conforme con la calidad
13000000624,404,1,20250412,7,Podría mejorar el empaque
13000000625,138,2,20250421,10,Muy conforme con la calidad
13000000626,1270,1,20250410,9,Entrega rápida y producto excelente
13000000627,1116,1,20240514,7,Todo perfecto
13000000628,239,1,20240816,5,Entrega rápida y producto excelente
13000000629,849,2,20240706,10,Volvería a comprar
13000000630,1432,2,20240824,9,Volvería a comprar
13000000631,109,2,20241217,0,Entrega rápida y producto excelente
13000000632,117,2,20240113,9,Volvería a comprar
13000000633,1007,2,20250402,2,Podría mejorar el empaque
13000000634,473,2,20241121,9,Atención muy buena
13000000635,188,1,20250430,9,Todo perfecto
13000000636,960,1,20250306,9,Podría mejorar el empaque
13000000637,298,1,20240320,9,Todo perfecto
13000000638,1146,1,20250912,10,Tardó un poco más de lo esperado
13000000639,790,1,20241007,10,Muy conforme con la calidad
13000000640,114,1,20240509,10,Atención muy buena
13000000641,778,1,20250424,8,Muy conforme con la calidad
13000000642,1380,1,20250530,2,
13000000643,1265,2,20251002,8,
13000000644,171,1,20250316,7,Muy conforme con la calidad
13000000645,384,1,20250502,6,Podría mejorar el empaque
13000000646,917,1,20250407,9,Tardó un poco más de lo esperado
13000000647,1262,2,20250706,0,Tardó un poco más de lo esperado
13000000648,1174,1,20240918,6,Atención muy buena
13000000649,312,1,20240128,10,Todo perfecto
13000000650,1107,1,20241226,6,Podría mejorar el empaque
13000000651,786,1,20240725,8,Entrega rápida y producto excelente
13000000652,956,1,20250406,6,Muy conforme con la calidad
13000000653,227,2,20250322,7,Muy conforme con la calidad
13000000654,1339,1,20240527,9,Entrega rápida y producto excelente
13000000655,79,1,20250202,6,
13000000656,515,1,20240603,9,Volvería a comprar
13000000657,1098,1,20250324,8,
13000000658,254,1,20240922,6,Todo perfecto
13000000659,1459,1,20250517,1,Todo perfecto
13000000660,688,2,20250609,8,Muy conforme con la calidad
13000000661,1356,2,20240310,7,Atención muy buena
13000000662,1409,2,20240119,1,Podría mejorar el empaque
13000000663,512,1,20241104,9,Tardó un poco más de lo esperado
13000000664,284,1,20250409,7,Todo perfecto
13000000665,79,2,20250418,2,Muy conforme con la calidad
13000000666,1246,1,20250928,7,Volvería a comprar
13000000667,343,2,20250426,7,Entrega rápida y producto excelente
13000000668,387,1,20250330,7,
13000000669,682,2,20240214,8,Entrega rápida y producto excelente
13000000670,778,1,20250328,7,Tardó un poco más de lo esperado
13000000671,507,1,20250517,6,
13000000672,640,1,20240226,10,Volvería a comprar
13000000673,1249,1,20250415,7,Todo perfecto
13000000674,958,1,20240817,8,Volvería a comprar
13000000675,1259,1,20240307,7,Podría mejorar el empaque
13000000676,1441,1,20240329,10,Volvería a comprar
13000000677,379,2,20250713,9,Podría mejorar el empaque
13000000678,115,1,20241227,7,Atención muy buena
13000000679,1496,2,20240123,8,
13000000680,1435,1,20240310,7,Muy conforme con la calidad
13000000681,1271,1,20240527,3,Podría mejorar el empaque
13000000682,643,1,20240422,9,Volvería a comprar
13000000683,1006,2,20250113,6,Volvería a comprar
13000000684,672,1,20240621,10,Entrega rápida y producto excelente
13000000685,439,1,20250114,0,Todo perfecto
13000000686,928,1,20240306,1,Tardó un poco más de lo esperado
13000000687,705,1,20240329,6,Todo perfecto
13000000688,717,2,20250812,8,Podría mejorar el empaque
13000000689,622,2,20240127,7,Podría mejorar el empaque
13000000690,90,2,20240601,7,Tardó un poco más de lo esperado
13000000691,1101,2,20250409,10,
13000000692,1362,1,20241101,9,Tardó un poco más de lo esperado
13000000693,644,2,20241020,9,Volvería a comprar
13000000694,265,1,20250919,9,Muy conforme con la calidad
13000000695,506,1,20250408,8,
13000000696,737,1,20250414,0,
13000000697,1294,1,20240924,10,Podría mejorar el empaque
13000000698,204,1,20250508,8,Entrega rápida y producto excelente
13000000699,1246,1,20241014,10,Volvería a comprar
13000000700,314,1,20240801,1,Tardó un poco más de lo esperado
13000000701,614,2,20250819,10,Muy conforme con la calidad
13000000702,497,2,20250122,8,Volvería a comprar
13000000703,1267,2,20240622,8,Volvería a comprar
13000000704,768,1,20240426,8,Atención muy buena
13000000705,886,2,20240819,3,Muy conforme con la calidad
13000000706,1173,1,20240128,1,
13000000707,561,1,20250718,10,Volvería a comprar
13000000708,59,2,20240212,10,Todo perfecto
13000000709,951,2,20250502,6,Podría mejorar el empaque
13000000710,790,1,20241128,9,
13000000711,412,1,20250809,6,Atención muy buena
13000000712,1250,2,20240227,3,Tardó un poco más de lo esperado
13000000713,146,1,20250113,9,Tardó un poco más de lo esperado
13000000714,670,2,20240816,9,Todo perfecto
13000000715,595,1,20240303,9,Todo perfecto
13000000716,1027,1,20241110,9,Volvería a comprar
13000000717,1183,2,20240808,9,Tardó un poco más de lo esperado
13000000718,655,1,20250729,9,Todo perfecto
13000000719,287,1,20240410,9,Volvería a comprar
13000000720,489,2,20250726,10,Todo perfecto
13000000721,897,1,20250717,9,Entrega rápida y producto excelente
13000000722,1094,1,20240227,7,Podría mejorar el empaque
13000000723,713,2,20241220,7,Podría mejorar el empaque
13000000724,1222,2,20241020,6,Atención muy buena
13000000725,176,1,20250724,7,
13000000726,1373,2,20241217,9,Muy conforme con la calidad
13000000727,613,2,20240811,3,Tardó un poco más de lo esperado
13000000728,1082,2,20240206,9,Todo perfecto
13000000729,790,1,20250611,5,Tardó un poco más de lo esperado
13000000730,173,1,20240907,9,Atención muy buena
13000000731,800,1,20250903,5,Muy conforme con la calidad
13000000732,1014,2,20250224,0,Muy conforme con la calidad
13000000733,719,1,20240116,8,Entrega rápida y producto excelente
13000000734,1247,2,20250403,7,
13000000735,882,1,20241226,8,
13000000736,281,1,20250213,7,Tardó un poco más de lo esperado
13000000737,1014,2,20241025,6,Entrega rápida y producto excelente
13000000738,621,1,20241020,4,Tardó un poco más de lo esperado
13000000739,441,1,20250608,7,Muy conforme con la calidad
13000000740,1062,2,20240522,9,
13000000741,952,1,20250821,10,Tardó un poco más de lo esperado
13000000742,496,1,20240704,6,Entrega rápida y producto excelente
13000000743,338,1,20240612,5,Muy conforme con la calidad
13000000744,192,1,20240522,7,Volvería a comprar
13000000745,292,1,20240422,10,
13000000746,483,2,20250521,10,
13000000747,1356,1,20250506,3,Tardó un poco más de lo esperado
13000000748,1234,2,20250904,8,
13000000749,359,1,20250919,9,Entrega rápida y producto excelente
13000000750,671,1,20240309,8,Volvería a comprar
13000000751,595,2,20240504,9,
13000000752,1405,2,20250530,7,Entrega rápida y producto excelente
13000000753,1230,1,20250118,5,
13000000754,173,1,20251005,7,Todo perfecto
13000000755,130,2,20250221,0,Muy conforme con la calidad
13000000756,1134,1,20240909,9,
13000000757,132,1,20250525,8,Muy conforme con la calidad
13000000758,74,2,20240610,0,Todo perfecto
13000000759,147,2,20240417,5,Todo perfecto
13000000760,791,1,20250408,10,
13000000761,849,1,20240728,10,
13000000762,84,1,20240305,8,Tardó un poco más de lo esperado
13000000763,1313,2,20250917,7,Entrega rápida y producto excelente
13000000764,930,2,20250804,9,Atención muy buena
13000000765,160,2,20240708,3,Entrega rápida y producto excelente
13000000766,1128,2,20250918,10,
13000000767,1029,1,20250413,8,Todo perfecto
13000000768,185,1,20240809,10,Todo perfecto
13000000769,1144,2,20240609,8,Podría mejorar el empaque
13000000770,930,1,20240815,6,Atención muy buena
13000000771,774,1,20250908,10,Tardó un poco más de lo esperado
13000000772,688,2,20240822,1,Podría mejorar el empaque
13000000773,433,1,20240409,9,Tardó un poco más de lo esperado
13000000774,249,1,20250321,9,Entrega rápida y producto excelente
13000000775,279,2,20250303,0,Muy conforme con la calidad
13000000776,1452,1,20240906,9,
13000000777,1223,2,20240117,8,Todo perfecto
13000000778,1385,1,20241005,10,Entrega rápida y producto excelente
13000000779,722,1,20250808,9,Atención muy buena
13000000780,1085,2,20240530,6,Muy conforme con la calidad
13000000781,378,1,20250816,3,Volvería a comprar
13000000782,54,1,20241202,3,Podría mejorar el empaque
13000000783,727,2,20240621,6,Podría mejorar el empaque
13000000784,1398,1,20250526,9,Todo perfecto
13000000785,1406,1,20250916,4,Podría mejorar el empaque
13000000786,591,1,20250426,10,Todo perfecto
13000000787,10,2,20240402,9,Tardó un poco más de lo esperado
13000000788,877,1,20240908,2,
13000000789,522,2,20241128,8,Muy conforme con la calidad
13000000790,203,2,20240826,7,Entrega rápida y producto excelente
13000000791,1049,2,20241027,10,Entrega rápida y producto excelente
13000000792,855,2,20250928,8,Volvería a comprar
13000000793,584,1,20240122,7,Entrega rápida y producto excelente
13000000794,1387,2,20240823,5,
13000000795,571,1,20241206,10,Todo perfecto
13000000796,791,2,20250609,6,Muy conforme con la calidad
13000000797,106,2,20241222,7,Tardó un poco más de lo esperado
13000000798,1114,2,20240429,10,
13000000799,397,1,20241229,5,Volvería a comprar
13000000800,46,2,20250519,9,Volvería a comprar
13000000801,1260,2,20241228,8,Muy conforme con la calidad
13000000802,1473,2,20241107,6,Podría mejorar el empaque
13000000803,582,1,20250425,10,
13000000804,323,1,20240326,8,Atención muy buena
13000000805,203,1,20240508,7,Tardó un poco más de lo esperado
13000000806,1180,1,20250513,8,Tardó un poco más de lo esperado
13000000807,358,2,20250119,6,Entrega rápida y producto excelente
13000000808,922,1,20250515,8,Volvería a comprar
13000000809,645,2,20250225,4,Entrega rápida y producto excelente
13000000810,582,1,20250212,7,Atención muy buena
13000000811,783,2,20250920,2,Podría mejorar el empaque
13000000812,852,1,20240123,0,Atención muy buena
13000000813,513,1,20250809,2,Entrega rápida y producto excelente
13000000814,169,1,20240314,8,Entrega rápida y producto excelente
13000000815,1209,1,20240501,10,
13000000816,147,1,20250930,9,Muy conforme con la calidad
13000000817,185,1,20250207,6,Podría mejorar el empaque
13000000818,739,2,20241027,10,Volvería a comprar
13000000819,1470,2,20250122,7,Atención muy buena
13000000820,198,1,20250213,8,Muy conforme con la calidad
13000000821,884,1,20240312,8,Todo perfecto
13000000822,457,1,20241119,10,Podría mejorar el empaque
13000000823,1184,1,20241226,10,Podría mejorar el empaque
13000000824,221,2,20250527,7,Entrega rápida y producto excelente
13000000825,117,2,20240829,10,Volvería a comprar
13000000826,703,2,20240717,6,Todo perfecto
13000000827,58,1,20251004,10,Podría mejorar el empaque
13000000828,840,1,20250506,8,Volvería a comprar
13000000829,634,2,20250205,8,Volvería a comprar
13000000830,914,2,20241109,9,Atención muy buena
13000000831,1281,1,20250505,8,Atención muy buena
13000000832,852,2,20240118,5,Atención muy buena
13000000833,1336,2,20240321,7,Tardó un poco más de lo esperado
13000000834,1264,1,20251009,1,Volvería a comprar
13000000835,140,1,20250201,1,
13000000836,162,1,20240612,9,Podría mejorar el empaque
13000000837,460,1,20240502,8,Volvería a comprar
13000000838,1392,1,20241108,5,Podría mejorar el empaque
13000000839,4,2,20241109,9,Entrega rápida y producto excelente
13000000840,1372,2,20241130,8,
13000000841,921,2,20250726,7,Atención muy buena
13000000842,880,1,20241002,8,Todo perfecto
13000000843,603,2,20240531,10,Todo perfecto
13000000844,389,1,20250219,5,Muy conforme con la calidad
13000000845,769,2,20240209,8,Podría mejorar el empaque
13000000846,1480,2,20240823,9,Podría mejorar el empaque
13000000847,1352,1,20250620,1,Todo perfecto
13000000848,1081,1,20240531,6,Todo perfecto
13000000849,1318,2,20250811,10,Volvería a comprar
13000000850,1129,2,20240112,8,Muy conforme con la calidad
13000000851,495,1,20250730,7,Muy conforme con la calidad
13000000852,586,1,20240325,10,Entrega rápida y producto excelente
13000000853,554,1,20240425,7,Entrega rápida y producto excelente
13000000854,440,1,20250922,1,Muy conforme con la calidad
13000000855,212,1,20241231,8,Entrega rápida y producto excelente
13000000856,538,1,20250518,8,Muy conforme con la calidad
13000000857,588,2,20250730,0,Atención muy buena
13000000858,1135,1,20250805,7,Atención muy buena
13000000859,452,1,20240624,7,Podría mejorar el empaque
13000000860,26,1,20250219,5,Entrega rápida y producto excelente
13000000861,33,2,20240907,10,Muy conforme con la calidad
13000000862,229,1,20250513,9,Entrega rápida y producto excelente
13000000863,1155,1,20240307,10,Volvería a comprar
13000000864,843,1,20250902,6,Muy conforme con la calidad
13000000865,570,2,20240513,8,Tardó un poco más de lo esperado
13000000866,1208,1,20250528,8,Tardó un poco más de lo esperado
13000000867,275,1,20250509,7,Entrega rápida y producto excelente
13000000868,529,1,20250413,6,Tardó un poco más de lo esperado
13000000869,599,2,20250323,10,Atención muy buena
13000000870,333,1,20250119,5,Todo perfecto
13000000871,6,1,20240422,9,Muy conforme con la calidad
13000000872,549,1,20250511,9,Atención muy buena
13000000873,1427,2,20250326,6,Muy conforme con la calidad
13000000874,1237,1,20241009,7,Entrega rápida y producto excelente
13000000875,432,2,20250226,8,Volvería a comprar
13000000876,657,1,20250502,7,Tardó un poco más de lo esperado
13000000877,730,1,20250422,9,Todo perfecto
13000000878,824,2,20241012,7,Tardó un poco más de lo esperado
13000000879,1001,1,20250302,9,
13000000880,188,1,20250510,8,Atención muy buena
13000000881,965,1,20250711,6,
13000000882,717,1,20250929,9,Tardó un poco más de lo esperado
13000000883,1085,2,20240306,9,Tardó un poco más de lo esperado
13000000884,765,1,20241009,9,Tardó un poco más de lo esperado
13000000885,484,2,20250628,2,Volvería a comprar
13000000886,931,1,20251002,6,Atención muy buena
13000000887,417,1,20250905,10,Tardó un poco más de lo esperado
13000000888,801,2,20241016,10,Tardó un poco más de lo esperado
13000000889,501,1,20240621,4,Atención muy buena
13000000890,1358,2,20240331,9,Volvería a comprar
13000000891,1325,2,20250822,6,Entrega rápida y producto excelente
13000000892,960,1,20241226,10,Muy conforme con la calidad
13000000893,637,1,20240721,6,Volvería a comprar
13000000894,956,2,20240330,2,Muy conforme con la calidad
13000000895,533,2,20250404,7,Podría mejorar el empaque
13000000896,1495,1,20250702,6,Volvería a comprar
13000000897,1025,2,20250514,8,Podría mejorar el empaque
13000000898,1176,1,20240910,10,Podría mejorar el empaque
13000000899,803,2,20240328,8,Atención muy buena
13000000900,725,1,20240608,6,Entrega rápida y producto excelente
13000000901,938,1,20250630,9,Entrega rápida y producto excelente
13000000902,1031,1,20240911,8,Podría mejorar el empaque
13000000903,696,1,20241106,1,Atención muy buena
13000000904,237,1,20250805,3,
13000000905,1053,1,20250214,10,Entrega rápida y producto excelente
13000000906,308,1,20250405,6,Volvería a comprar
13000000907,672,1,20250918,8,Tardó un poco más de lo esperado
13000000908,1147,2,20250722,8,Entrega rápida y producto excelente
13000000909,1238,2,20250612,7,Todo perfecto
13000000910,460,2,20250411,8,Podría mejorar el empaque
13000000911,906,2,20240218,10,Podría mejorar el empaque
13000000912,825,1,20240119,8,Tardó un poco más de lo esperado
13000000913,1095,2,20250509,8,
13000000914,435,2,20250219,10,Todo perfecto
13000000915,585,2,20250222,8,
13000000916,281,2,20240904,9,Tardó un poco más de lo esperado
13000000917,82,2,20250821,6,
13000000918,329,1,20240503,10,Muy conforme con la calidad
13000000919,415,1,20241219,7,
13000000920,1135,1,20240306,4,
13000000921,1021,1,20240506,4,Volvería a comprar
13000000922,160,1,20251010,4,
13000000923,434,1,20250118,7,Tardó un poco más de lo esperado
13000000924,357,2,20241122,4,Muy conforme con la calidad
13000000925,1285,1,20250412,7,Todo perfecto
13000000926,229,1,20250217,7,Muy conforme con la calidad
13000000927,420,1,20240608,9,
13000000928,2,2,20241220,8,Tardó un poco más de lo esperado
13000000929,47,1,20240803,10,Todo perfecto
13000000930,1163,1,20250501,6,Tardó un poco más de lo esperado
13000000931,1423,1,20250731,9,Entrega rápida y producto excelente
13000000932,615,1,20240813,4,Todo perfecto
13000000933,1149,1,20251012,7,Muy conforme con la calidad
13000000934,628,1,20240928,8,Muy conforme con la calidad
13000000935,1247,1,20250109,5,Volvería a comprar
13000000936,458,1,20250620,9,Tardó un poco más de lo esperado
13000000937,95,2,20250605,10,Entrega rápida y producto excelente
13000000938,1002,1,20240227,7,Atención muy buena
13000000939,488,2,20250223,1,Podría mejorar el empaque
13000000940,851,2,20250805,4,Volvería a comprar
13000000941,509,2,20250301,7,Entrega rápida y producto excelente
13000000942,888,1,20250319,10,Muy conforme con la calidad
13000000943,1268,2,20240619,9,Atención muy buena
13000000944,507,2,20240815,9,Muy conforme con la calidad
13000000945,387,2,20250605,10,Tardó un poco más de lo esperado
13000000946,670,1,20241114,2,Tardó un poco más de lo esperado
13000000947,186,1,20250726,9,
13000000948,1235,1,20240729,9,Podría mejorar el empaque
13000000949,418,1,20240808,10,Muy conforme con la calidad
13000000950,196,1,20240722,6,Volvería a comprar
13000000951,304,1,20240322,10,
13000000952,1434,2,20241230,9,
13000000953,453,2,20250522,10,Volvería a comprar
13000000954,1040,2,20240823,4,Tardó un poco más de lo esperado
13000000955,107,1,20250516,10,Atención muy buena
13000000956,887,2,20250319,8,Muy conforme con la calidad
13000000957,837,1,20250426,10,
13000000958,1327,1,20250513,9,Todo perfecto
13000000959,836,1,20240417,9,Podría mejorar el empaque
13000000960,1413,1,20250525,8,Podría mejorar el empaque
13000000961,621,2,20240304,9,Atención muy buena
13000000962,947,1,20240831,6,
13000000963,1015,1,20240130,8,Entrega rápida y producto excelente
13000000964,458,2,20250625,9,Muy conforme con la calidad
13000000965,1462,1,20250818,9,
13000000966,289,2,20241009,3,Todo perfecto
13000000967,1318,2,20240304,0,Podría mejorar el empaque
13000000968,720,2,20240220,6,Todo perfecto
13000000969,350,2,20241025,7,Entrega rápida y producto excelente
13000000970,1276,1,20240218,8,Volvería a comprar
13000000971,1141,2,20250217,10,
13000000972,640,2,20250415,10,
13000000973,8,2,20250907,8,Todo perfecto
13000000974,666,2,20250126,8,
13000000975,1451,1,20241026,10,Podría mejorar el empaque
13000000976,384,1,20250417,6,Muy conforme con la calidad
13000000977,1130,1,20241013,10,Atención muy buena
13000000978,547,1,20240413,8,Entrega rápida y producto excelente
13000000979,1228,1,20250526,10,Tardó un poco más de lo esperado
13000000980,1209,1,20250909,9,Todo perfecto
13000000981,1489,1,20250425,9,Entrega rápida y producto excelente
13000000982,4,1,20250311,10,Todo perfecto
13000000983,760,1,20240813,9,Atención muy buena
13000000984,286,1,20240606,9,Entrega rápida y producto excelente
13000000985,951,1,20250220,10,Atención muy buena
13000000986,487,2,20250807,10,Atención muy buena
13000000987,1218,2,20240210,2,Atención muy buena
13000000988,522,1,20250714,5,Entrega rápida y producto excelente
13000000989,468,1,20250303,8,Podría mejorar el empaque
13000000990,703,2,20240601,10,Entrega rápida y producto excelente
13000000991,1000,1,20241226,9,Atención muy buena
13000000992,137,2,20250418,10,
13000000993,168,2,20241030,9,
13000000994,452,2,20241123,10,
13000000995,1210,2,20250117,2,Tardó un poco más de lo esperado
13000000996,599,2,20250723,10,Podría mejorar el empaque
13000000997,734,1,20250616,10,Tardó un poco más de lo esperado
13000000998,27,2,20250904,9,Atención muy buena
13000000999,1186,1,20240528,10,Tardó un poco más de lo esperado
13000001000,1227,2,20250621,5,Entrega rápida y producto excelente
13000001001,1338,2,20240722,9,Muy conforme con la calidad
13000001002,1275,2,20250629,7,Entrega rápida y producto excelente
13000001003,934,1,20250319,6,Todo perfecto
13000001004,883,2,20240706,10,Tardó un poco más de lo esperado
13000001005,624,1,20241115,8,
13000001006,1272,1,20250810,7,Podría mejorar el empaque
13000001007,746,2,20250105,10,
13000001008,858,1,20240511,8,Tardó un poco más de lo esperado
13000001009,393,1,20250620,10,Volvería a comprar
13000001010,990,1,20240707,10,Entrega rápida y producto excelente
13000001011,769,1,20241111,7,Volvería a comprar
13000001012,496,1,20240927,2,Muy conforme con la calidad
13000001013,401,1,20240223,7,Tardó un poco más de lo esperado
13000001014,1042,1,20240509,10,Todo perfecto
13000001015,1101,2,20240915,6,
13000001016,15,1,20241029,9,
13000001017,748,1,20240508,7,Podría mejorar el empaque
13000001018,825,1,20251007,10,Atención muy buena
13000001019,957,2,20250531,7,Entrega rápida y producto excelente
13000001020,528,1,20250121,3,Tardó un poco más de lo esperado
13000001021,1422,1,20250115,1,Volvería a comprar
13000001022,71,1,20251010,5,Entrega rápida y producto excelente
13000001023,1375,2,20240808,5,Tardó un poco más de lo esperado
13000001024,504,2,20241221,9,Entrega rápida y producto excelente
13000001025,1257,2,20240420,8,Podría mejorar el empaque
13000001026,1165,2,20240820,2,Muy conforme con la calidad
13000001027,39,1,20250410,8,Tardó un poco más de lo esperado
13000001028,102,2,20241223,3,Muy conforme con la calidad
13000001029,863,1,20250917,7,
13000001030,494,1,20240512,3,Entrega rápida y producto excelente
13000001031,1132,1,20250418,5,Muy conforme con la calidad
13000001032,723,1,20240513,9,Volvería a comprar
13000001033,280,2,20240202,9,Podría mejorar el empaque
13000001034,765,1,20250617,8,Todo perfecto
13000001035,778,1,20240603,1,Todo perfecto
13000001036,428,1,20240626,8,Podría mejorar el empaque
13000001037,559,2,20240204,7,Podría mejorar el empaque
13000001038,1318,2,20240326,10,Podría mejorar el empaque
13000001039,1451,1,20250215,6,Atención muy buena
13000001040,994,1,20240224,4,Todo perfecto
13000001041,311,1,20240426,5,Atención muy buena
13000001042,282,1,20250812,8,Atención muy buena
13000001043,94,2,20241006,9,Todo perfecto
13000001044,1359,1,20240325,9,Muy conforme con la calidad
13000001045,1400,2,20241219,8,
13000001046,244,2,20240224,7,Todo perfecto
13000001047,295,1,20251009,8,Muy conforme con la calidad
13000001048,731,1,20241111,1,
13000001049,1191,2,20250419,7,Tardó un poco más de lo esperado
13000001050,1104,1,20250309,8,Atención muy buena
13000001051,489,2,20250711,7,Volvería a comprar
13000001052,1096,2,20250827,7,Muy conforme con la calidad
13000001053,1253,1,20250315,1,Volvería a comprar
13000001054,987,1,20240826,8,
13000001055,43,1,20240316,8,Todo perfecto
13000001056,268,1,20250718,9,Podría mejorar el empaque
13000001057,1045,1,20240828,9,Tardó un poco más de lo esperado
13000001058,1410,1,20240815,4,
13000001059,859,1,20241116,10,Atención muy buena
13000001060,353,1,20240707,7,Entrega rápida y producto excelente
13000001061,350,2,20241101,10,Volvería a comprar
13000001062,663,2,20240224,3,
13000001063,601,1,20240301,7,Muy conforme con la calidad
13000001064,468,1,20241031,6,Volvería a comprar
13000001065,975,2,20250817,10,Tardó un poco más de lo esperado
13000001066,1041,2,20250615,10,Muy conforme con la calidad
13000001067,439,2,20250717,6,Atención muy buena
13000001068,1120,1,20250509,8,Volvería a comprar
13000001069,948,1,20241228,9,
13000001070,1090,2,20250911,7,Muy conforme con la calidad
13000001071,771,1,20250819,0,Muy conforme con la calidad
13000001072,1337,2,20241224,7,Muy conforme con la calidad
13000001073,1269,2,20241022,5,Podría mejorar el empaque
13000001074,1052,1,20250713,10,Entrega rápida y producto excelente
13000001075,628,1,20250501,5,Podría mejorar el empaque
13000001076,589,2,20250424,8,Podría mejorar el empaque
13000001077,326,1,20250709,0,
13000001078,1463,1,20250222,9,Volvería a comprar
13000001079,1131,2,20250707,3,Todo perfecto
13000001080,688,1,20241020,10,Todo perfecto
13000001081,1135,1,20250220,6,Todo perfecto
13000001082,516,2,20250304,8,Entrega rápida y producto excelente
13000001083,1019,2,20250824,4,Atención muy buena
13000001084,1009,1,20250603,4,
13000001085,1015,2,20250517,9,Todo perfecto
13000001086,234,1,20250605,9,
13000001087,699,1,20240729,3,Muy conforme con la calidad
13000001088,807,2,20240514,2,Entrega rápida y producto excelente
13000001089,945,2,20240714,9,Podría mejorar el empaque
13000001090,264,1,20250414,7,Atención muy buena
13000001091,405,2,20241128,7,Tardó un poco más de lo esperado
13000001092,549,1,20250531,7,
13000001093,365,1,20240714,4,Atención muy buena
13000001094,1208,1,20250715,5,Podría mejorar el empaque
13000001095,1005,1,20241228,9,Entrega rápida y producto excelente
13000001096,1437,1,20240709,5,Todo perfecto
13000001097,396,1,20240923,9,Todo perfecto
13000001098,711,1,20250103,2,Entrega rápida y producto excelente
13000001099,497,1,20250622,9,Atención muy buena
13000001100,37,1,20240120,10,Muy conforme con la calidad
13000001101,380,1,20240828,8,Entrega rápida y producto excelente
13000001102,535,2,20250828,5,Muy conforme con la calidad
13000001103,651,2,20240623,8,Volvería a comprar
13000001104,1085,1,20241023,9,Entrega rápida y producto excelente
