session_id,cliente_sk,tiempo_id,contador_sesion,duracion_sesion_seg,source,device
11000013645,829,,1,2100,ads,mobile
11000013646,793,20240502.0,1,1020,referral,mobile
11000013647,210,20241003.0,1,2880,direct,mobile
11000013648,646,20240602.0,1,1740,direct,desktop
11000013649,215,20240512.0,1,1260,email,desktop
11000013650,816,,1,2520,direct,mobile
11000013651,762,,1,3420,referral,mobile
11000013652,-1,20250220.0,1,840,direct,desktop
11000013653,824,,1,360,ads,mobile
11000013654,-1,20240526.0,1,2580,referral,desktop
11000013655,841,,1,2100,direct,mobile
11000013656,-1,20240913.0,1,3120,referral,desktop
11000013657,-1,20241226.0,1,1920,ads,mobile
11000013658,187,20240420.0,1,180,social,mobile
11000013659,376,,1,900,direct,desktop
11000013660,1006,,1,2760,direct,desktop
11000013661,633,20240309.0,1,2160,direct,mobile
11000013662,-1,,1,1500,ads,desktop
11000013663,1438,20250108.0,1,1860,ads,mobile
11000013664,-1,20240604.0,1,2700,ads,desktop
11000013665,1321,,1,1080,direct,tablet
11000013666,-1,20240704.0,1,960,ads,mobile
11000013667,542,20240612.0,1,3360,email,mobile
11000013668,796,20241119.0,1,2640,referral,mobile
11000013669,1175,20250105.0,1,900,direct,mobile
11000013670,-1,20241211.0,1,,direct,mobile
11000013671,940,,1,1380,direct,mobile
11000013672,309,20241126.0,1,60,ads,mobile
11000013673,797,20241013.0,1,2520,referral,mobile
11000013674,1466,,1,2880,referral,desktop
11000013675,-1,,1,2340,direct,mobile
11000013676,1417,20240114.0,1,60,email,mobile
11000013677,-1,20240314.0,1,3300,direct,desktop
11000013678,1192,20240503.0,1,,social,mobile
11000013679,925,,1,1200,email,tablet
11000013680,-1,,1,1980,direct,mobile
11000013681,340,20240105.0,1,1380,direct,mobile
11000013682,856,20240312.0,1,3060,ads,mobile
11000013683,187,20240110.0,1,1020,social,desktop
11000013684,-1,,1,1080,email,mobile
11000013685,1056,20240329.0,1,1080,social,mobile
11000013686,-1,20240310.0,1,3480,email,desktop
11000013687,-1,,1,180,direct,desktop
11000013688,933,,1,2940,direct,mobile
11000013689,-1,,1,2400,direct,mobile
11000013690,-1,20240225.0,1,3180,ads,desktop
11000013691,-1,20250227.0,1,2880,social,mobile
11000013692,-1,20240802.0,1,1680,direct,desktop
11000013693,370,,1,180,direct,mobile
11000013694,-1,20240530.0,1,,ads,mobile
11000013695,1158,,1,2880,social,mobile
11000013696,952,,1,660,ads,mobile
11000013697,293,,1,2760,direct,mobile
11000013698,1345,,1,960,direct,desktop
11000013699,1190,20240917.0,1,2400,ads,mobile
11000013700,-1,20250217.0,1,3180,social,mobile
11000013701,1132,,1,2040,referral,mobile
11000013702,183,20250301.0,1,3360,referral,mobile
11000013703,569,20241023.0,1,660,referral,desktop
11000013704,323,20240130.0,1,3300,social,mobile
11000013705,388,20240712.0,1,720,ads,desktop
11000013706,1035,,1,1440,social,mobile
11000013707,1193,,1,2460,direct,tablet
11000013708,-1,20250104.0,1,540,direct,desktop
11000013709,983,20240328.0,1,2040,direct,mobile
11000013710,-1,20240113.0,1,1560,referral,desktop
11000013711,-1,,1,60,direct,desktop
11000013712,677,,1,780,direct,mobile
11000013713,-1,20240101.0,1,840,direct,mobile
11000013714,1142,20250102.0,1,3360,direct,mobile
11000013715,559,,1,480,ads,desktop
11000013716,-1,,1,960,email,mobile
11000013717,-1,,1,,direct,desktop
11000013718,958,20241115.0,1,3420,ads,mobile
11000013719,1152,20240115.0,1,2580,referral,mobile
11000013720,903,20240910.0,1,3420,direct,tablet
11000013721,-1,20240910.0,1,1800,social,mobile
11000013722,136,20241126.0,1,3360,email,mobile
11000013723,1336,20241225.0,1,2820,email,desktop
11000013724,-1,20240423.0,1,1800,direct,mobile
11000013725,236,20250121.0,1,2760,email,tablet
11000013726,-1,,1,2460,ads,mobile
11000013727,-1,,1,2040,direct,mobile
11000013728,-1,20240703.0,1,3360,email,tablet
11000013729,-1,20241116.0,1,,referral,desktop
11000013730,-1,20241222.0,1,60,ads,mobile
11000013731,1403,20240715.0,1,1140,ads,mobile
11000013732,743,20240304.0,1,1980,ads,mobile
11000013733,1205,20240213.0,1,1440,direct,mobile
11000013734,71,,1,1140,direct,tablet
11000013735,-1,20250223.0,1,1020,direct,mobile
11000013736,1046,,1,1440,ads,desktop
11000013737,-1,,1,2580,referral,mobile
11000013738,-1,20240816.0,1,360,referral,mobile
11000013739,674,20240209.0,1,3360,ads,mobile
11000013740,-1,20240501.0,1,1260,direct,mobile
11000013741,136,20241129.0,1,420,direct,mobile
11000013742,-1,20240216.0,1,3480,ads,mobile
11000013743,389,,1,840,ads,mobile
11000013744,992,20240401.0,1,1200,social,desktop
11000013745,-1,20241202.0,1,3600,direct,mobile
11000013746,-1,20240803.0,1,480,direct,mobile
11000013747,409,20240328.0,1,960,direct,mobile
11000013748,-1,20240621.0,1,2100,direct,mobile
11000013749,-1,20241025.0,1,2880,social,mobile
11000013750,787,20240508.0,1,2160,ads,mobile
11000013751,745,20250131.0,1,,ads,desktop
11000013752,1429,,1,2340,referral,mobile
11000013753,714,20240327.0,1,2040,email,mobile
11000013754,641,,1,1620,email,mobile
11000013755,639,,1,2280,direct,mobile
11000013756,-1,,1,480,referral,mobile
11000013757,523,,1,420,email,mobile
11000013758,437,20240104.0,1,,direct,desktop
11000013759,1188,20240213.0,1,780,ads,desktop
11000013760,1228,,1,3600,direct,mobile
11000013761,-1,,1,1380,social,mobile
11000013762,774,20241018.0,1,960,ads,mobile
11000013763,1236,20240603.0,1,360,referral,desktop
11000013764,15,,1,3540,referral,mobile
11000013765,467,20240218.0,1,1560,direct,desktop
11000013766,-1,20240227.0,1,1440,email,mobile
11000013767,665,20241227.0,1,840,direct,mobile
11000013768,627,,1,2760,social,mobile
11000013769,-1,,1,3300,direct,mobile
11000013770,1044,20240706.0,1,2640,direct,mobile
11000013771,-1,20240511.0,1,2160,ads,mobile
11000013772,-1,,1,2820,direct,mobile
11000013773,1485,20240609.0,1,,direct,mobile
11000013774,-1,,1,1020,ads,mobile
11000013775,1169,20240824.0,1,2280,ads,mobile
11000013776,-1,,1,3000,email,mobile
11000013777,1279,20240515.0,1,600,ads,desktop
11000013778,554,,1,1200,referral,desktop
11000013779,1079,20240930.0,1,3600,direct,mobile
11000013780,211,20240519.0,1,2880,email,mobile
11000013781,1015,,1,3540,ads,mobile
11000013782,599,,1,240,ads,desktop
11000013783,549,20240427.0,1,3060,direct,desktop
11000013784,1111,,1,2400,direct,mobile
11000013785,-1,20240807.0,1,60,ads,mobile
11000013786,1366,20250204.0,1,2700,social,desktop
11000013787,709,,1,1620,direct,mobile
11000013788,1422,20240410.0,1,600,ads,desktop
11000013789,471,20240713.0,1,2100,direct,mobile
11000013790,-1,20241102.0,1,1140,referral,mobile
11000013791,1188,20240612.0,1,,social,tablet
11000013792,1157,,1,1800,social,mobile
11000013793,781,20240117.0,1,120,ads,mobile
11000013794,125,,1,1080,direct,desktop
11000013795,385,,1,1620,ads,mobile
11000013796,-1,,1,420,ads,mobile
11000013797,1107,20240725.0,1,,ads,mobile
11000013798,-1,,1,3480,direct,mobile
11000013799,80,20240914.0,1,660,ads,mobile
11000013800,-1,20240330.0,1,3420,email,mobile
11000013801,111,,1,,ads,mobile
11000013802,-1,20240309.0,1,3600,direct,mobile
11000013803,-1,,1,120,ads,desktop
11000013804,-1,,1,1860,direct,desktop
11000013805,1471,,1,2700,ads,mobile
11000013806,-1,20241206.0,1,300,social,mobile
11000013807,-1,20240725.0,1,360,social,desktop
11000013808,368,20250108.0,1,600,ads,desktop
11000013809,-1,,1,1080,email,desktop
11000013810,1202,20240704.0,1,1500,direct,mobile
11000013811,263,20241123.0,1,3120,social,desktop
11000013812,-1,,1,60,referral,mobile
11000013813,755,20250120.0,1,2220,ads,mobile
11000013814,341,20240719.0,1,600,email,desktop
11000013815,1154,20240624.0,1,240,direct,desktop
11000013816,-1,,1,,ads,mobile
11000013817,477,,1,2760,ads,tablet
11000013818,-1,,1,,direct,desktop
11000013819,1033,20240622.0,1,720,social,desktop
11000013820,-1,20250104.0,1,780,direct,desktop
11000013821,-1,,1,840,ads,mobile
11000013822,-1,,1,2160,ads,mobile
11000013823,913,,1,2820,ads,desktop
11000013824,175,20250101.0,1,2340,direct,mobile
11000013825,1040,20240214.0,1,3300,direct,desktop
11000013826,382,,1,2820,direct,mobile
11000013827,-1,20240422.0,1,1140,direct,mobile
11000013828,89,,1,3000,ads,mobile
11000013829,951,20240802.0,1,2940,ads,mobile
11000013830,-1,20240913.0,1,1200,direct,desktop
11000013831,-1,,1,1260,referral,desktop
11000013832,-1,20250219.0,1,660,direct,mobile
11000013833,-1,20240520.0,1,,direct,tablet
11000013834,482,20240430.0,1,3180,ads,desktop
11000013835,334,20240124.0,1,1860,ads,desktop
11000013836,-1,20241027.0,1,1740,direct,mobile
11000013837,-1,20241107.0,1,1320,direct,mobile
11000013838,1326,,1,480,ads,mobile
11000013839,-1,,1,1740,ads,mobile
11000013840,1041,,1,3240,direct,mobile
11000013841,785,20241105.0,1,1680,referral,mobile
11000013842,-1,,1,600,direct,desktop
11000013843,-1,20240209.0,1,960,ads,mobile
11000013844,790,,1,480,direct,desktop
11000013845,441,,1,3480,ads,mobile
11000013846,1031,20240430.0,1,2520,ads,mobile
11000013847,1393,20240626.0,1,2880,ads,mobile
11000013848,-1,20240704.0,1,2160,social,mobile
11000013849,-1,,1,1680,referral,desktop
11000013850,506,20250212.0,1,2640,ads,mobile
11000013851,-1,,1,1740,referral,desktop
11000013852,1361,,1,120,ads,mobile
11000013853,150,20240710.0,1,2160,social,mobile
11000013854,-1,,1,1560,referral,mobile
11000013855,809,20240905.0,1,60,direct,desktop
11000013856,668,20240726.0,1,2520,direct,desktop
11000013857,1200,20241005.0,1,2580,email,desktop
11000013858,-1,20240708.0,1,1200,ads,mobile
11000013859,1374,20240718.0,1,2820,direct,mobile
11000013860,-1,20240911.0,1,2400,ads,mobile
11000013861,-1,20240303.0,1,120,referral,mobile
11000013862,-1,,1,1920,referral,desktop
11000013863,798,,1,480,direct,tablet
11000013864,-1,,1,3300,social,desktop
11000013865,368,,1,240,ads,desktop
11000013866,-1,20240128.0,1,2520,referral,mobile
11000013867,270,20250227.0,1,1620,ads,mobile
11000013868,887,20240106.0,1,1560,referral,mobile
11000013869,687,20250131.0,1,1080,direct,desktop
11000013870,509,,1,1620,direct,mobile
11000013871,1371,20250212.0,1,3120,direct,mobile
11000013872,-1,20240822.0,1,60,ads,mobile
11000013873,-1,20240506.0,1,2640,direct,mobile
11000013874,1448,20241213.0,1,1620,email,desktop
11000013875,624,20240416.0,1,,social,mobile
11000013876,-1,20240421.0,1,1140,ads,desktop
11000013877,1350,20240303.0,1,240,ads,mobile
11000013878,-1,20240209.0,1,1980,ads,mobile
11000013879,-1,,1,1440,social,mobile
11000013880,32,20241124.0,1,1440,ads,desktop
11000013881,516,20240812.0,1,2340,direct,mobile
11000013882,753,,1,3420,referral,mobile
11000013883,539,20240925.0,1,2580,direct,mobile
11000013884,273,20240414.0,1,900,ads,desktop
11000013885,724,20240917.0,1,2280,social,desktop
11000013886,902,,1,120,social,desktop
11000013887,935,20250227.0,1,1320,ads,desktop
11000013888,742,20240210.0,1,1980,ads,mobile
11000013889,-1,20240329.0,1,3240,ads,mobile
11000013890,-1,20240420.0,1,1260,referral,mobile
11000013891,-1,20241125.0,1,900,email,mobile
11000013892,352,,1,1740,direct,mobile
11000013893,-1,,1,900,direct,desktop
11000013894,1374,20240216.0,1,240,referral,mobile
11000013895,264,,1,1740,email,mobile
11000013896,420,20240509.0,1,2760,direct,desktop
11000013897,1020,,1,,ads,mobile
11000013898,527,20241108.0,1,2280,direct,desktop
11000013899,598,20240929.0,1,3060,direct,mobile
11000013900,943,20240120.0,1,3540,social,mobile
11000013901,538,,1,2340,ads,mobile
11000013902,-1,,1,240,social,desktop
11000013903,-1,20241215.0,1,2520,referral,mobile
11000013904,520,20240111.0,1,180,direct,desktop
11000013905,-1,20241129.0,1,2700,email,tablet
11000013906,1299,,1,3540,ads,mobile
11000013907,580,20241024.0,1,60,referral,mobile
11000013908,89,,1,2400,direct,mobile
11000013909,396,,1,3060,referral,mobile
11000013910,627,,1,1860,ads,mobile
11000013911,579,,1,2820,direct,mobile
11000013912,-1,,1,480,social,desktop
11000013913,-1,20240520.0,1,3060,social,tablet
11000013914,1031,,1,1380,email,mobile
11000013915,181,,1,2820,direct,mobile
11000013916,593,,1,2820,ads,desktop
11000013917,503,20240917.0,1,1500,ads,mobile
11000013918,-1,20240227.0,1,660,ads,mobile
11000013919,162,,1,3540,ads,desktop
11000013920,-1,,1,3180,direct,mobile
11000013921,1419,20241201.0,1,2940,ads,mobile
11000013922,994,20240918.0,1,1200,direct,desktop
11000013923,200,,1,120,ads,desktop
11000013924,1398,20240902.0,1,1920,email,mobile
11000013925,1106,20240908.0,1,1200,ads,mobile
11000013926,719,20240430.0,1,,direct,desktop
11000013927,118,,1,3180,ads,mobile
11000013928,1227,20240405.0,1,2280,ads,mobile
11000013929,585,,1,2160,ads,desktop
11000013930,836,,1,1440,social,mobile
11000013931,-1,,1,2700,ads,mobile
11000013932,-1,20240403.0,1,2280,direct,desktop
11000013933,1469,20241022.0,1,3600,referral,mobile
11000013934,573,,1,2760,email,mobile
11000013935,1337,,1,1440,direct,desktop
11000013936,1419,,1,2460,ads,tablet
11000013937,25,,1,780,referral,mobile
11000013938,-1,20241228.0,1,240,direct,mobile
11000013939,-1,20240109.0,1,2940,referral,mobile
11000013940,49,20240125.0,1,1620,ads,mobile
11000013941,-1,,1,1140,ads,mobile
11000013942,-1,20240204.0,1,2280,ads,desktop
11000013943,-1,,1,240,direct,desktop
11000013944,347,,1,1860,ads,mobile
11000013945,127,,1,2580,ads,mobile
11000013946,1277,20241218.0,1,2940,ads,mobile
11000013947,1282,20241209.0,1,3300,direct,mobile
11000013948,709,20240513.0,1,1860,social,mobile
11000013949,779,20240606.0,1,2820,email,mobile
11000013950,1173,20240129.0,1,780,referral,mobile
11000013951,-1,20240720.0,1,60,ads,mobile
11000013952,-1,20240214.0,1,1320,direct,desktop
11000013953,-1,20250213.0,1,300,direct,mobile
11000013954,-1,20240327.0,1,120,ads,desktop
11000013955,1420,20250204.0,1,2700,direct,mobile
11000013956,96,20240715.0,1,720,direct,mobile
11000013957,-1,20240105.0,1,2460,referral,mobile
11000013958,169,20240520.0,1,900,referral,mobile
11000013959,317,20250123.0,1,660,direct,desktop
11000013960,1396,,1,240,direct,mobile
11000013961,-1,20241117.0,1,60,direct,desktop
11000013962,-1,20240803.0,1,1860,ads,mobile
11000013963,1168,,1,660,ads,mobile
11000013964,839,20240416.0,1,3600,referral,mobile
11000013965,122,20240508.0,1,1740,email,mobile
11000013966,903,20240915.0,1,2160,direct,desktop
11000013967,-1,,1,2520,referral,mobile
11000013968,1114,20240104.0,1,1020,direct,mobile
11000013969,718,20240322.0,1,3600,ads,mobile
11000013970,-1,,1,120,direct,mobile
11000013971,1250,20240310.0,1,1860,direct,mobile
11000013972,1360,20240309.0,1,2220,social,mobile
11000013973,-1,,1,2220,email,desktop
11000013974,1115,,1,2340,referral,tablet
11000013975,-1,,1,3120,email,desktop
11000013976,35,,1,3360,ads,mobile
11000013977,993,20250118.0,1,2160,direct,mobile
11000013978,1496,,1,1020,ads,desktop
11000013979,1266,20240727.0,1,2340,ads,tablet
11000013980,118,20240321.0,1,3480,referral,mobile
11000013981,-1,20241229.0,1,2400,direct,mobile
11000013982,1002,20240913.0,1,1140,ads,mobile
11000013983,-1,,1,2880,direct,desktop
11000013984,916,20240412.0,1,2640,social,tablet
11000013985,1119,,1,3240,direct,mobile
11000013986,1320,,1,660,direct,desktop
11000013987,359,,1,,referral,mobile
11000013988,917,20240125.0,1,60,referral,mobile
11000013989,816,20241112.0,1,3600,referral,mobile
11000013990,-1,20241220.0,1,600,direct,mobile
11000013991,1413,20240310.0,1,300,ads,desktop
11000013992,1168,,1,3300,ads,desktop
11000013993,769,20241026.0,1,1800,referral,mobile
11000013994,-1,20240419.0,1,3420,email,mobile
11000013995,1143,,1,1920,referral,desktop
11000013996,1063,20250206.0,1,2100,social,mobile
11000013997,-1,20240917.0,1,240,ads,desktop
11000013998,1300,20240530.0,1,1800,ads,mobile
11000013999,738,20240324.0,1,3120,referral,mobile
11000014000,-1,20241116.0,1,2280,direct,mobile
11000014001,368,20250101.0,1,3360,direct,mobile
11000014002,1219,20241218.0,1,2940,referral,mobile
11000014003,1337,,1,480,direct,mobile
11000014004,909,,1,600,ads,desktop
11000014005,-1,,1,2760,email,mobile
11000014006,404,20241109.0,1,,direct,mobile
11000014007,921,,1,1260,social,desktop
11000014008,1261,20250125.0,1,420,ads,mobile
11000014009,709,20250227.0,1,,social,desktop
11000014010,607,20240303.0,1,2820,direct,mobile
11000014011,1222,20240512.0,1,3480,referral,mobile
11000014012,630,,1,2700,social,desktop
11000014013,-1,,1,900,direct,desktop
11000014014,-1,20250207.0,1,2280,referral,mobile
11000014015,892,,1,1020,ads,mobile
11000014016,197,20240501.0,1,480,referral,mobile
11000014017,932,,1,3180,social,mobile
11000014018,1330,20240108.0,1,3360,referral,mobile
11000014019,261,,1,2700,ads,mobile
11000014020,-1,20240621.0,1,2700,referral,desktop
11000014021,1117,20241021.0,1,3180,referral,desktop
11000014022,-1,,1,660,direct,mobile
11000014023,-1,,1,2040,direct,mobile
11000014024,821,20240423.0,1,2220,email,mobile
11000014025,-1,20240413.0,1,,ads,mobile
11000014026,-1,20240823.0,1,2220,direct,mobile
11000014027,376,20240116.0,1,420,direct,desktop
11000014028,-1,20250123.0,1,2880,email,mobile
11000014029,597,20241002.0,1,1440,direct,desktop
11000014030,-1,20240716.0,1,1620,direct,tablet
11000014031,-1,,1,3000,ads,mobile
11000014032,1078,20250129.0,1,1860,email,mobile
11000014033,936,20240122.0,1,300,ads,desktop
11000014034,-1,20241225.0,1,1920,social,mobile
11000014035,-1,20240215.0,1,1980,direct,mobile
11000014036,-1,20240226.0,1,600,direct,mobile
11000014037,463,20241223.0,1,420,direct,mobile
11000014038,1311,,1,3180,direct,mobile
11000014039,1184,,1,660,referral,mobile
11000014040,-1,,1,2940,ads,mobile
11000014041,-1,20241013.0,1,480,direct,mobile
11000014042,966,20240210.0,1,960,direct,desktop
11000014043,-1,20240701.0,1,3180,referral,desktop
11000014044,-1,,1,2280,referral,mobile
11000014045,505,20240218.0,1,1500,direct,mobile
11000014046,960,,1,1380,direct,mobile
11000014047,-1,20241229.0,1,,ads,mobile
11000014048,1478,20240614.0,1,840,ads,mobile
11000014049,918,20241009.0,1,,referral,tablet
11000014050,-1,,1,300,direct,mobile
11000014051,-1,,1,1920,direct,mobile
11000014052,5,,1,240,referral,mobile
11000014053,608,,1,2940,direct,desktop
11000014054,217,20240607.0,1,1140,referral,tablet
11000014055,-1,20241028.0,1,240,ads,mobile
11000014056,-1,20241013.0,1,1740,ads,mobile
11000014057,268,,1,840,ads,mobile
11000014058,1209,20240407.0,1,660,referral,mobile
11000014059,358,,1,1200,email,mobile
11000014060,324,,1,540,referral,desktop
11000014061,295,,1,3540,direct,mobile
11000014062,181,,1,2820,direct,desktop
11000014063,-1,,1,480,direct,mobile
11000014064,1292,20240828.0,1,960,email,mobile
11000014065,150,,1,2460,referral,mobile
11000014066,-1,20250223.0,1,480,ads,mobile
11000014067,67,20240611.0,1,1920,referral,desktop
11000014068,81,,1,720,email,mobile
11000014069,1002,20240928.0,1,1020,ads,mobile
11000014070,-1,,1,2580,direct,mobile
11000014071,1402,,1,1080,email,mobile
11000014072,493,,1,1980,social,mobile
11000014073,-1,,1,,ads,desktop
11000014074,1444,,1,2220,email,desktop
11000014075,1256,20241225.0,1,2280,direct,desktop
11000014076,724,,1,2940,social,desktop
11000014077,1118,20240527.0,1,60,direct,mobile
11000014078,370,20240620.0,1,1980,ads,desktop
11000014079,-1,,1,1080,direct,mobile
11000014080,1220,20250215.0,1,1740,referral,tablet
11000014081,369,20240930.0,1,3600,direct,desktop
11000014082,1084,20240528.0,1,2940,referral,mobile
11000014083,1456,20240716.0,1,1320,direct,mobile
11000014084,724,,1,240,direct,mobile
11000014085,-1,20250205.0,1,3120,ads,mobile
11000014086,162,20240906.0,1,1620,direct,mobile
11000014087,1175,20240117.0,1,180,ads,mobile
11000014088,-1,20240630.0,1,,ads,mobile
11000014089,1220,,1,1500,direct,tablet
11000014090,539,20240520.0,1,1020,direct,mobile
11000014091,1002,20241121.0,1,3540,ads,mobile
11000014092,-1,20240109.0,1,1260,social,desktop
11000014093,-1,,1,1740,referral,mobile
11000014094,781,20240302.0,1,180,direct,desktop
11000014095,1193,20240907.0,1,720,direct,mobile
11000014096,155,,1,2160,direct,mobile
11000014097,-1,20240116.0,1,2400,ads,desktop
11000014098,895,20240111.0,1,1500,ads,desktop
11000014099,804,20241108.0,1,540,referral,desktop
11000014100,1308,20240712.0,1,1620,ads,desktop
11000014101,-1,20241102.0,1,2280,direct,mobile
11000014102,1408,,1,2520,direct,mobile
11000014103,1266,,1,420,direct,desktop
11000014104,931,20240605.0,1,3600,direct,mobile
11000014105,598,,1,660,direct,desktop
11000014106,994,,1,2340,direct,tablet
11000014107,-1,,1,1620,referral,mobile
11000014108,-1,,1,1800,email,desktop
11000014109,-1,20241013.0,1,120,ads,mobile
11000014110,-1,,1,1980,direct,mobile
11000014111,225,,1,3240,direct,mobile
11000014112,998,20240101.0,1,540,ads,mobile
11000014113,1328,,1,2160,direct,mobile
11000014114,1135,20240615.0,1,120,referral,mobile
11000014115,1025,,1,1080,direct,mobile
11000014116,-1,20240824.0,1,3120,social,mobile
11000014117,422,20240501.0,1,1140,social,mobile
11000014118,-1,,1,2400,direct,desktop
11000014119,50,20240104.0,1,,direct,desktop
11000014120,217,20240825.0,1,2520,referral,mobile
11000014121,-1,20250216.0,1,540,ads,mobile
11000014122,-1,,1,3300,ads,desktop
11000014123,-1,,1,2280,social,mobile
11000014124,478,20250216.0,1,480,ads,mobile
11000014125,1372,20240729.0,1,120,direct,mobile
11000014126,677,,1,420,ads,mobile
11000014127,-1,,1,2400,direct,mobile
11000014128,202,20241011.0,1,3360,social,desktop
11000014129,596,,1,2460,ads,desktop
11000014130,-1,20240828.0,1,3060,direct,mobile
11000014131,297,20240908.0,1,2400,referral,mobile
11000014132,1151,20240830.0,1,2820,direct,mobile
11000014133,-1,20241028.0,1,2400,direct,mobile
11000014134,829,,1,1200,ads,mobile
11000014135,661,,1,2640,direct,desktop
11000014136,671,20241128.0,1,3360,ads,mobile
11000014137,-1,,1,2160,direct,mobile
11000014138,760,20250109.0,1,3180,referral,mobile
11000014139,655,20240117.0,1,480,direct,mobile
11000014140,-1,20241027.0,1,2280,direct,mobile
11000014141,-1,20240219.0,1,,direct,desktop
11000014142,-1,20240416.0,1,2520,direct,desktop
11000014143,989,20240704.0,1,2880,referral,mobile
11000014144,12,20250103.0,1,480,social,mobile
11000014145,870,20241109.0,1,1380,direct,mobile
11000014146,258,20240901.0,1,1380,direct,mobile
11000014147,1115,20240104.0,1,1560,direct,desktop
11000014148,1121,20240501.0,1,780,email,mobile
11000014149,-1,20240210.0,1,900,ads,mobile
11000014150,-1,20240507.0,1,1740,social,mobile
11000014151,-1,20240420.0,1,1740,ads,mobile
11000014152,1472,20240623.0,1,360,referral,mobile
11000014153,548,20240124.0,1,1560,direct,mobile
11000014154,-1,20240725.0,1,180,ads,mobile
11000014155,792,,1,480,ads,desktop
11000014156,139,20240815.0,1,2700,ads,desktop
11000014157,-1,20240125.0,1,2280,referral,desktop
11000014158,567,20241220.0,1,,referral,mobile
11000014159,-1,20240108.0,1,2940,referral,desktop
11000014160,833,20240615.0,1,60,social,mobile
11000014161,116,20240313.0,1,60,email,mobile
11000014162,643,,1,,ads,mobile
11000014163,599,20240604.0,1,1620,direct,tablet
11000014164,611,20240401.0,1,3420,ads,mobile
11000014165,292,,1,1680,referral,mobile
11000014166,-1,20240827.0,1,1380,ads,mobile
11000014167,104,20250226.0,1,1020,ads,desktop
11000014168,-1,20240621.0,1,1380,email,mobile
11000014169,-1,20240806.0,1,3600,ads,desktop
11000014170,192,,1,600,email,desktop
11000014171,287,20241220.0,1,480,direct,tablet
11000014172,460,,1,1920,referral,mobile
11000014173,36,,1,2700,direct,mobile
11000014174,353,20240810.0,1,1920,ads,mobile
11000014175,874,,1,1800,ads,mobile
11000014176,1128,20240105.0,1,3300,direct,mobile
11000014177,-1,20250122.0,1,3120,ads,tablet
11000014178,1367,20240614.0,1,1800,direct,mobile
11000014179,1096,20240627.0,1,3180,ads,desktop
11000014180,357,20240105.0,1,1860,email,tablet
11000014181,442,20240215.0,1,660,referral,mobile
11000014182,536,20241117.0,1,3060,direct,mobile
11000014183,888,,1,2280,direct,tablet
11000014184,1086,20240621.0,1,3240,referral,desktop
11000014185,1146,,1,3060,direct,mobile
11000014186,920,,1,2940,ads,mobile
11000014187,-1,20240708.0,1,2400,social,desktop
11000014188,-1,20240513.0,1,780,referral,desktop
11000014189,702,,1,360,ads,mobile
11000014190,1154,20240324.0,1,2040,direct,mobile
11000014191,1332,20240704.0,1,480,direct,mobile
11000014192,401,20250212.0,1,2520,ads,desktop
11000014193,1468,,1,780,direct,mobile
11000014194,1115,20240710.0,1,360,ads,mobile
11000014195,219,20240814.0,1,1680,ads,mobile
11000014196,-1,,1,1800,direct,mobile
11000014197,1064,,1,3060,ads,mobile
11000014198,-1,20240810.0,1,660,ads,mobile
11000014199,1139,20240909.0,1,1200,ads,desktop
11000014200,-1,20240929.0,1,2460,direct,mobile
11000014201,619,,1,360,direct,mobile
11000014202,-1,,1,2460,social,mobile
11000014203,293,,1,900,referral,mobile
11000014204,-1,,1,3360,direct,mobile
11000014205,551,,1,2640,social,mobile
11000014206,842,20240718.0,1,1440,direct,mobile
11000014207,1033,20240329.0,1,3120,ads,mobile
11000014208,83,,1,3540,ads,mobile
11000014209,167,20240627.0,1,60,direct,mobile
11000014210,-1,,1,1740,ads,mobile
11000014211,740,20241031.0,1,720,social,desktop
11000014212,297,20240121.0,1,2340,direct,mobile
11000014213,754,20250118.0,1,1020,referral,mobile
11000014214,-1,20240413.0,1,1980,direct,mobile
11000014215,13,20250113.0,1,3240,referral,mobile
11000014216,751,,1,3180,ads,mobile
11000014217,-1,20240626.0,1,360,direct,mobile
11000014218,-1,20250119.0,1,1380,direct,desktop
11000014219,336,20240227.0,1,120,ads,mobile
11000014220,-1,,1,2400,email,mobile
11000014221,987,20240516.0,1,960,email,mobile
11000014222,579,,1,3300,ads,tablet
11000014223,444,20240915.0,1,2280,direct,mobile
11000014224,-1,20240929.0,1,1620,ads,desktop
11000014225,-1,,1,2640,ads,mobile
11000014226,-1,,1,2100,direct,tablet
11000014227,373,20240626.0,1,360,ads,mobile
11000014228,-1,,1,2280,ads,mobile
11000014229,769,20240716.0,1,1140,email,mobile
11000014230,-1,20240923.0,1,1980,social,mobile
11000014231,704,,1,900,social,mobile
11000014232,1121,20240120.0,1,2880,direct,desktop
11000014233,23,20240224.0,1,3240,ads,desktop
11000014234,-1,20241130.0,1,2340,referral,desktop
11000014235,-1,,1,2280,direct,mobile
11000014236,959,,1,1800,email,mobile
11000014237,-1,20250107.0,1,180,direct,desktop
11000014238,-1,20240702.0,1,2880,referral,mobile
11000014239,79,20241006.0,1,3180,social,mobile
11000014240,-1,20241122.0,1,720,referral,mobile
11000014241,1084,,1,,referral,tablet
11000014242,-1,20240417.0,1,3000,social,desktop
11000014243,-1,20250120.0,1,660,referral,mobile
11000014244,470,20240712.0,1,3120,direct,tablet
11000014245,568,20240702.0,1,3540,ads,mobile
11000014246,545,20240703.0,1,600,direct,mobile
11000014247,-1,20240224.0,1,1140,email,mobile
