payment_id,order_id,tiempo_id,amount,method,status,transaction_ref
7000001896,1000001896,20240412.0,39619.92,CARD,PAID,TX-DKPSKO8TIT7X
7000001897,1000001897,20240728.0,16020.0,GATEWAY,PAID,TX-QWHA1NQSY9GK
7000001898,1000001898,,39204.0,CARD,PAID,TX-BURV8TJ0NKZ0
7000001899,1000001899,20250207.0,57800.25,CARD,PAID,TX-QP2X5R3TQ8MD
7000001900,1000001900,20240425.0,35574.0,CASH,PAID,TX-T7V9P79ZWNMW
7000001901,1000001901,20240916.0,36209.25,CARD,PAID,TX-IKSGBP21S50G
7000001902,1000001902,,23522.4,CASH,PAID,TX-PQCT2FZTHLQ1
7000001903,1000001903,,42688.8,CARD,PENDING,
7000001904,1000001904,,32670.0,CASH,PAID,TX-ZSMAYNQPOU01
7000001905,1000001905,20240729.0,38419.92,CARD,PAID,TX-C1FF6CATJQB4
7000001906,1000001906,,33570.0,CARD,PAID,TX-MO2695CFH5IQ
7000001907,1000001907,20240117.0,51727.5,CASH,PAID,TX-T96696JA5TXW
7000001908,1000001908,,27442.8,CASH,PAID,TX-CHPDDEBW0IGQ
7000001909,1000001909,,27951.0,TRANSFER,PAID,TX-AT8NDPVPHHO6
7000001910,1000001910,,85755.12,CASH,REFUNDED,TX-1JSL14O1DIRL
7000001911,1000001911,20250218.0,35985.0,GATEWAY,PAID,TX-GGUP3134QV96
7000001912,1000001912,20240122.0,14568.0,CARD,PAID,TX-EGYSIKZAYAG2
7000001913,1000001913,,28788.0,GATEWAY,PAID,TX-9G2C2350534N
7000001914,1000001914,20241202.0,42582.0,CARD,REFUNDED,TX-0C3VJ0POJKKC
7000001915,1000001915,,49905.0,GATEWAY,PAID,TX-7CCOJAGQYJ9C
7000001916,1000001916,20240705.0,54450.0,CASH,REFUNDED,TX-BUVMZ35EQO97
7000001917,1000001917,,12661.2,GATEWAY,REFUNDED,TX-FORCBFZWWCP8
7000001918,1000001918,,18966.75,CASH,FAILED,
7000001919,1000001919,20240520.0,152460.0,TRANSFER,PAID,TX-GULNULVTU96P
7000001920,1000001920,,18150.0,CARD,FAILED,
7000001921,1000001921,20241112.0,18104.62,CARD,PAID,TX-20R5PCZEKF82
7000001922,1000001922,20240401.0,28459.2,CASH,PAID,TX-QCKIZCZ9SZRV
7000001923,1000001923,20250108.0,61821.0,CARD,PAID,TX-4WPJMDECDDKS
7000001924,1000001924,20250120.0,47313.42,CASH,PAID,TX-9K0BYZOX30PA
7000001925,1000001925,20241129.0,14229.6,CARD,PAID,TX-VPXE3F0SZRDY
7000001926,1000001926,20240212.0,18442.5,CARD,PAID,TX-7UOVM7VSP0OR
7000001927,1000001927,,60258.0,CASH,PAID,TX-I8UVXG0RUHMB
7000001928,1000001928,,29659.2,CARD,PAID,TX-TPQZZ0IB8FY7
7000001929,1000001929,,14006.64,GATEWAY,PAID,TX-PVYA3ZQYPY3J
7000001930,1000001930,20240519.0,60831.3,CARD,PAID,TX-VIV2EOE57VMZ
7000001931,1000001931,20241007.0,28459.2,CARD,PAID,TX-PO3JI69Q2SMJ
7000001932,1000001932,20241023.0,13794.0,CASH,PAID,TX-PB15MCHUZX1L
7000001933,1000001933,,32670.0,CARD,PAID,TX-ESEKXY9DWZY0
7000001934,1000001934,,23522.4,CASH,PAID,TX-85HK6OJ244E6
7000001935,1000001935,,32916.6,CARD,PAID,TX-HPY92IDF5C5A
7000001936,1000001936,20240929.0,77863.5,CARD,PAID,TX-BFOSORNJOA8U
7000001937,1000001937,20241230.0,62358.24,CARD,PAID,TX-B8IIGX5JT6GT
7000001938,1000001938,20240914.0,38143.8,GATEWAY,PAID,TX-DBXUFXNNMF9G
7000001939,1000001939,20241103.0,61710.0,CARD,PAID,TX-G3HH0XIPRZQD
7000001940,1000001940,20250201.0,17535.0,GATEWAY,PAID,TX-GHZC1HTGNLE7
7000001941,1000001941,,75340.65,CASH,PAID,TX-FISHURPWDD5D
7000001942,1000001942,20240627.0,18104.62,CASH,PAID,TX-MQPJUZDIKG7R
7000001943,1000001943,20250122.0,45931.2,CARD,PAID,TX-PDJJISLJA1UW
7000001944,1000001944,20240311.0,41382.0,CARD,PAID,TX-T3REI5I8JIUM
7000001945,1000001945,,15972.0,CASH,PAID,TX-SS8ODZHROHYY
7000001946,1000001946,,44760.0,CARD,PAID,TX-HH3G0P6BI0MJ
7000001947,1000001947,,97249.8,CARD,FAILED,
7000001948,1000001948,,16073.4,GATEWAY,FAILED,
7000001949,1000001949,,18987.0,GATEWAY,PAID,TX-WT46E91JQ2VH
7000001950,1000001950,20241020.0,27036.0,GATEWAY,PAID,TX-A953UDSX31FB
7000001951,1000001951,20240222.0,36474.0,GATEWAY,PAID,TX-3D5VOVK12G4H
7000001952,1000001952,20240904.0,14483.7,GATEWAY,PAID,TX-IJIKOXSKO7LO
7000001953,1000001953,20240713.0,40704.0,CARD,PAID,TX-RH2XP3GUFCCH
7000001954,1000001954,,28459.2,CASH,PAID,TX-A2MQRBNY0QEH
7000001955,1000001955,,19057.5,CASH,PAID,TX-KEJHYV5POUIZ
7000001956,1000001956,,14941.08,CARD,FAILED,
7000001957,1000001957,20240802.0,40104.0,CARD,PAID,TX-L270HOK02QFY
7000001958,1000001958,,38833.5,CARD,FAILED,
7000001959,1000001959,,39619.92,CARD,PAID,TX-VOG7FQE8M520
7000001960,1000001960,,70102.56,CASH,PAID,TX-PS8B53CZJY2J
7000001961,1000001961,,92593.8,CARD,PAID,TX-E835ORDA6SSJ
7000001962,1000001962,20240229.0,45738.0,CARD,PAID,TX-W6GL56IXRXE3
7000001963,1000001963,,30249.6,CARD,PAID,TX-ST343BZBWF5N
7000001964,1000001964,20240901.0,45004.5,GATEWAY,PAID,TX-A165E6G1SHI7
7000001965,1000001965,20241030.0,77348.85,CARD,PAID,TX-JNDRH8B1NNGH
7000001966,1000001966,20240904.0,49905.0,GATEWAY,PAID,TX-2VQLKJNQ2RIC
7000001967,1000001967,,31082.16,CARD,PAID,TX-PB05EJAJ88AS
7000001968,1000001968,20240925.0,40404.0,GATEWAY,PAID,TX-CZPLEHKAA8RC
7000001969,1000001969,20241027.0,78408.0,CARD,PAID,TX-5OII4XDLPG2T
7000001970,1000001970,,49005.0,CARD,FAILED,
7000001971,1000001971,,16335.0,CARD,FAILED,
7000001972,1000001972,,81529.8,CARD,PAID,TX-WM6DZTN6Q741
7000001973,1000001973,20240522.0,76956.0,CARD,PAID,TX-60TNIASSN8VI
7000001974,1000001974,20240922.0,40404.0,CARD,PAID,TX-6383F7N8S0WI
7000001975,1000001975,20240528.0,16073.4,CARD,PAID,TX-2XJC3PEK2113
7000001976,1000001976,20240408.0,14229.6,GATEWAY,PAID,TX-H6PRAXKSBRS2
7000001977,1000001977,20240707.0,57172.5,CARD,PAID,TX-2IQPZ502XUUA
7000001978,1000001978,20240324.0,50275.5,CASH,PAID,TX-790IGX7LHB3E
7000001979,1000001979,20240614.0,75141.0,CASH,PAID,TX-4JDF00BJU3DF
7000001980,1000001980,20240702.0,15429.6,GATEWAY,PAID,TX-8XVU19MK4VFF
7000001981,1000001981,,43560.0,CARD,PAID,TX-W8MW5G4620BQ
7000001982,1000001982,,53361.0,TRANSFER,PAID,TX-0PBW2HYS2A2G
7000001983,1000001983,20240403.0,42471.0,CASH,PAID,TX-NK4MI0UI02KL
7000001984,1000001984,,32916.6,GATEWAY,PAID,TX-XETAYL91NZZU
7000001985,1000001985,20241216.0,13968.0,GATEWAY,PAID,TX-47ZYNMXC1IPN
7000001986,1000001986,20240315.0,34485.0,CASH,PAID,TX-XJYS66R6LPNE
7000001987,1000001987,20240508.0,48157.68,GATEWAY,PAID,TX-IDC4FJTIGOWD
7000001988,1000001988,20241115.0,14941.08,CARD,PAID,TX-GM8J8YX7NQAC
7000001989,1000001989,,32670.0,TRANSFER,PAID,TX-H6NHIP1UQKTZ
7000001990,1000001990,20250103.0,18051.75,CARD,PAID,TX-1GMF9L373H3C
7000001991,1000001991,20240516.0,15129.6,GATEWAY,PAID,TX-P17X8KZCZ22F
7000001992,1000001992,,16852.56,GATEWAY,PAID,TX-Y2MR53WFOBPD
7000001993,1000001993,20241228.0,29359.2,CARD,PAID,TX-F8M8XYEF9SH1
7000001994,1000001994,20240329.0,13314.6,CARD,PAID,TX-61VOB9AU0O2U
7000001995,1000001995,,48024.9,CARD,REFUNDED,TX-9FCOG7GVMX9C
7000001996,1000001996,20241130.0,38443.8,GATEWAY,PAID,TX-DQXKKEID4QUE
7000001997,1000001997,20241114.0,29940.0,CARD,PAID,TX-BMC7NSZ2FMDF
7000001998,1000001998,20241110.0,33216.6,CARD,REFUNDED,TX-6E93JXQKQLGO
7000001999,1000001999,,97411.05,CARD,PAID,TX-4RWHCRG7ZSIA
7000002000,1000002000,,29359.2,CARD,PAID,TX-QR2GXLIL69SR
7000002001,1000002001,20240810.0,35574.0,CASH,PAID,TX-D0W646AW8FW8
7000002002,1000002002,,42582.0,CARD,PAID,TX-APW80I4OUI7J
7000002003,1000002003,,19350.0,CARD,PAID,TX-VE2BDRCC0XTR
7000002004,1000002004,20240605.0,28459.2,CARD,PAID,TX-KKBNUBSWLCEF
7000002005,1000002005,,90005.85,TRANSFER,PAID,TX-KN0D600681IB
7000002006,1000002006,20241102.0,26136.0,CASH,PAID,TX-KCVYJIQFAD0U
7000002007,1000002007,20240923.0,43888.8,GATEWAY,PAID,TX-ZY29V4U4CA8O
7000002008,1000002008,,25022.4,CARD,PAID,TX-IK2C1S90NX72
7000002009,1000002009,20240823.0,46720.2,CARD,PAID,TX-EW6XCZ40EQUU
7000002010,1000002010,20250128.0,24829.2,CARD,PAID,TX-7O0XW7D6K0J9
7000002011,1000002011,,34477.5,CARD,PAID,TX-HAY14ZQ2LLGL
7000002012,1000002012,20241113.0,53716.5,CARD,PAID,TX-IICXEDFK03GO
7000002013,1000002013,20241204.0,14520.0,CARD,PAID,TX-YTSZWREBLLJH
7000002014,1000002014,,27636.0,CARD,PAID,TX-I3M9TR52H4BT
7000002015,1000002015,20240911.0,82110.6,CARD,PAID,TX-ZKZPITLFA3LV
7000002016,1000002016,20240804.0,52627.5,GATEWAY,PAID,TX-ADG2AKKTGM4S
7000002017,1000002017,20240117.0,15720.0,CARD,PAID,TX-CGW5QZDO025D
7000002018,1000002018,20241004.0,37243.8,CARD,PAID,TX-T2COHKFTVZCF
7000002019,1000002019,20250111.0,19350.0,CARD,PAID,TX-E0J2OI3DC8L7
7000002020,1000002020,20240619.0,33870.0,GATEWAY,PAID,TX-A25BHC7Y617B
7000002021,1000002021,20240521.0,41130.0,CARD,PAID,TX-1IJ3Q7I2ZF1H
7000002022,1000002022,20240819.0,15129.6,GATEWAY,PAID,TX-EIOIUJVBET0J
7000002023,1000002023,20241008.0,13068.0,CARD,PAID,TX-TPYRDIP3IAJ4
7000002024,1000002024,20240503.0,38833.5,GATEWAY,PAID,TX-S9C1XN4CIM8P
7000002025,1000002025,20240903.0,29949.6,CARD,PAID,TX-ANWPYT3ZOJJY
7000002026,1000002026,,19057.5,CASH,PAID,TX-QXV05ZVY7EDE
7000002027,1000002027,,66948.9,GATEWAY,PAID,TX-W0USP5FL5GYB
7000002028,1000002028,,43588.8,GATEWAY,PAID,TX-XV1G7MJ8JD2T
7000002029,1000002029,,29088.0,CARD,PAID,TX-W9VAIK00V5KU
7000002030,1000002030,,54558.9,CARD,REFUNDED,TX-FBHLXJNTRS2X
7000002031,1000002031,20240328.0,55650.0,CARD,PAID,TX-QOWAPFM0LJH3
7000002032,1000002032,20240426.0,37709.25,CARD,PAID,TX-5T11K7OIKWX1
7000002033,1000002033,20240408.0,28788.0,CARD,PAID,TX-LE6MRC8T4C2N
7000002034,1000002034,20240927.0,27636.0,CARD,PAID,TX-OVOT6IZSAPWI
7000002035,1000002035,20240627.0,15652.56,CASH,PAID,TX-5OXT7SRNGDPX
7000002036,1000002036,20241208.0,95045.1,CARD,PAID,TX-VI3EYGZ8S0LJ
7000002037,1000002037,,14694.0,GATEWAY,PENDING,
7000002038,1000002038,20240120.0,58100.25,CARD,REFUNDED,TX-LPY2X0J9Q57Z
7000002039,1000002039,,36300.0,TRANSFER,PAID,TX-B9KS1G4KT089
7000002040,1000002040,,34170.0,CARD,PAID,TX-PLO8OIB8A7JQ
7000002041,1000002041,,28788.0,GATEWAY,PAID,TX-MPOGKTWR7AG1
7000002042,1000002042,20240418.0,55650.0,GATEWAY,PAID,TX-MEZ7ISRGR995
7000002043,1000002043,20240304.0,19057.5,CARD,PAID,TX-SAZD896I5NXF
7000002044,1000002044,20240710.0,13794.0,CARD,PAID,TX-98WS5137AIQZ
7000002045,1000002045,20240602.0,40104.0,GATEWAY,PAID,TX-2PZ0A14QKDFG
7000002046,1000002046,,36300.0,CASH,PAID,TX-V6M8U60KSCAO
7000002047,1000002047,20241101.0,83281.28,GATEWAY,PAID,TX-DBNFGS5FZ161
7000002048,1000002048,20240708.0,90120.48,GATEWAY,PAID,TX-ETUP4C3GPT6M
7000002049,1000002049,20240126.0,40331.4,CARD,PAID,TX-BVNABHCMEUHM
7000002050,1000002050,20240112.0,16746.0,GATEWAY,PAID,TX-HNNM7GFDQOAF
7000002051,1000002051,20241217.0,14374.8,CARD,PAID,TX-K333EJN3G2X8
7000002052,1000002052,20241231.0,41382.0,CARD,PAID,TX-T7U2MWNL00FJ
7000002053,1000002053,20240217.0,26136.0,CASH,PAID,TX-VVXNI7GN0AJQ
7000002054,1000002054,20241212.0,27036.0,CARD,PAID,TX-VU2YSLNQBQD3
7000002055,1000002055,20240829.0,76556.7,CARD,PAID,TX-CUZ1RDN2YIR2
7000002056,1000002056,20240401.0,35937.0,CASH,PAID,TX-9ONHG2S6UOQN
7000002057,1000002057,20240524.0,26136.0,CARD,PAID,TX-TYPD672SF2Y9
7000002058,1000002058,,29882.16,GATEWAY,FAILED,
7000002059,1000002059,,15129.6,CARD,PAID,TX-4BZENKRTAEA3
7000002060,1000002060,20240730.0,59840.55,CASH,PAID,TX-CEQR8F1MHHQV
7000002061,1000002061,20240304.0,43888.8,CARD,PAID,TX-IS7LST2JQWSO
7000002062,1000002062,,35685.0,CARD,PAID,TX-DO7HOKMV0QRS
7000002063,1000002063,20240524.0,67699.5,CARD,PAID,TX-UU12I73T8DVR
7000002064,1000002064,,66211.2,CASH,FAILED,
7000002065,1000002065,20240218.0,16335.0,CARD,PAID,TX-2M5X8NQO72DM
7000002066,1000002066,,55105.5,CARD,FAILED,
7000002067,1000002067,,29659.2,CARD,PAID,TX-BLI8KY3QUZNU
7000002068,1000002068,,36774.0,GATEWAY,PAID,TX-KFMF0WU6L0KZ
7000002069,1000002069,20240328.0,28459.2,GATEWAY,REFUNDED,TX-136KSRL2F7K3
7000002070,1000002070,20240526.0,44651.1,GATEWAY,PAID,TX-3B0ALY28YH8Y
7000002071,1000002071,,50994.0,GATEWAY,PAID,TX-6VO2PM09DKYD
7000002072,1000002072,,15729.6,CARD,FAILED,
7000002073,1000002073,20240523.0,16335.0,GATEWAY,PAID,TX-KTIE4JA8JZNL
7000002074,1000002074,20240930.0,43560.0,CASH,PAID,TX-3ZUVFG9FLJQ1
7000002075,1000002075,20241228.0,77197.68,CARD,PAID,TX-KY2KI3SC6BHQ
7000002076,1000002076,,41382.0,TRANSFER,PAID,TX-QEEF9MKOT4D4
7000002077,1000002077,,54313.88,CARD,FAILED,
7000002078,1000002078,,31392.0,GATEWAY,FAILED,
7000002079,1000002079,20241103.0,78945.0,CARD,PAID,TX-8515D4MU1N01
7000002080,1000002080,20240429.0,13914.6,CARD,PAID,TX-3R3SXD8WG118
7000002081,1000002081,20240505.0,30167.4,CARD,PAID,TX-0Z8EY95RBNSR
7000002082,1000002082,,15652.56,GATEWAY,FAILED,
7000002083,1000002083,,13614.6,CARD,PAID,TX-7GUN7YHUFHCG
7000002084,1000002084,,30467.4,GATEWAY,PAID,TX-87AR4I8IHTZJ
7000002085,1000002085,,96804.6,GATEWAY,FAILED,
7000002086,1000002086,,18150.0,CARD,PAID,TX-U7O6KG74KMVX
7000002087,1000002087,20240606.0,36300.0,TRANSFER,PAID,TX-RI84TF4X6LMB
7000002088,1000002088,,54624.0,CARD,PAID,TX-VYMGFK9XCKFJ
7000002089,1000002089,20240724.0,29040.0,CARD,PAID,TX-GEKFJPTPC1CB
7000002090,1000002090,20240109.0,92565.0,CASH,PAID,TX-5QDZ1RS1J71Z
7000002091,1000002091,,15246.0,CARD,PAID,TX-HNXSGOT73AWS
7000002092,1000002092,20240207.0,35985.0,CARD,PAID,TX-RNPKSB64SUL4
7000002093,1000002093,20240625.0,89679.15,CASH,PAID,TX-JJZ8F3U1Y90B
7000002094,1000002094,,86248.8,CASH,FAILED,
7000002095,1000002095,,86321.4,CARD,PAID,TX-C64B5U8WBTD8
7000002096,1000002096,20241107.0,15518.25,CASH,REFUNDED,TX-BIW4NTHLKQ3E
7000002097,1000002097,20240325.0,92739.0,CARD,PAID,TX-3JOG14EFMQML
7000002098,1000002098,20240213.0,48924.9,GATEWAY,PAID,TX-QPTIP87J73PD
7000002099,1000002099,,104146.8,CARD,REFUNDED,TX-PVSC41IASWVX
7000002100,1000002100,20240128.0,107295.3,CARD,PAID,TX-RSO7GQT5ZT6Q
7000002101,1000002101,20240515.0,16146.0,CARD,PAID,TX-UUCM5Q5PZO0B
7000002102,1000002102,20240104.0,31936.5,GATEWAY,PAID,TX-0OPUHKGMZXOB
7000002103,1000002103,,62508.6,CASH,PAID,TX-RI8MN6DKGL30
7000002104,1000002104,,15420.0,CARD,PAID,TX-J5E7PUMTHQWB
7000002105,1000002105,20240114.0,53361.0,CASH,PAID,TX-NIXUX8FFVPVO
7000002106,1000002106,,67663.2,CASH,REFUNDED,TX-JS32O4D2L7LL
7000002107,1000002107,,71692.5,CARD,PAID,TX-NFBIDSMHGOLN
7000002108,1000002108,,82854.75,CARD,PAID,TX-KJUN96SMSX0J
7000002109,1000002109,20240520.0,62617.5,CARD,PAID,TX-IAFSYM1WX0S9
7000002110,1000002110,,49905.0,CARD,PAID,TX-TMY3V737XX0G
7000002111,1000002111,20240414.0,21065.7,CARD,REFUNDED,TX-JA56N5WG0V7N
7000002112,1000002112,,51455.25,CASH,FAILED,
7000002113,1000002113,20250223.0,35574.0,TRANSFER,PAID,TX-MZ9NTLF91GDR
7000002114,1000002114,20240824.0,56628.0,CASH,PAID,TX-DHKBG8MBO4U7
7000002115,1000002115,,18987.0,CARD,FAILED,
7000002116,1000002116,20240319.0,16718.25,GATEWAY,PAID,TX-T5HL9XKLWUNI
7000002117,1000002117,20240705.0,15429.6,CARD,PAID,TX-4O0J7ZTBLI6I
7000002118,1000002118,,71148.0,TRANSFER,REFUNDED,TX-S03DRK2X1RZ4
7000002119,1000002119,,43588.8,GATEWAY,PAID,TX-EXEHK7G9ZMYH
7000002120,1000002120,20240705.0,14306.64,GATEWAY,PAID,TX-2QEEF5TKKK5N
7000002121,1000002121,20250216.0,46420.2,GATEWAY,PAID,TX-5GFJ1892ADVU
7000002122,1000002122,,41382.0,CASH,PAID,TX-ZMMY7CJMC2XX
7000002123,1000002123,,83446.2,CARD,PAID,TX-03OG6AYOVVRM
7000002124,1000002124,20240628.0,39133.5,CARD,PAID,TX-Z8T2Y7MQ7P2I
7000002125,1000002125,,61095.0,CARD,PAID,TX-M1KH069KUGKG
7000002126,1000002126,,55350.0,CARD,PAID,TX-QPIXQVLE1NT2
7000002127,1000002127,,12414.6,CASH,PENDING,
7000002128,1000002128,,103092.0,GATEWAY,PAID,TX-FJ32T34NW19B
7000002129,1000002129,,13068.0,CASH,PAID,TX-PW3R3AYQVK2L
7000002130,1000002130,,13721.4,GATEWAY,FAILED,
7000002131,1000002131,,113147.1,CARD,PAID,TX-AI5VTVT4NFME
7000002132,1000002132,,28459.2,CASH,FAILED,
7000002133,1000002133,20240109.0,33870.0,GATEWAY,PAID,TX-YD3115H6B80S
7000002134,1000002134,,24829.2,CARD,PAID,TX-RZOSP5R7NHQI
7000002135,1000002135,20240604.0,68607.0,CARD,PAID,TX-8YO0W1NE4N2L
7000002136,1000002136,20240705.0,44300.28,GATEWAY,PAID,TX-1WHJO69QQ41Z
7000002137,1000002137,20240429.0,40404.0,CARD,PAID,TX-8TYT2PTA9N7Y
7000002138,1000002138,20250111.0,48924.9,CARD,PAID,TX-BUGWXC2HF3CU
7000002139,1000002139,20240908.0,136560.6,CASH,PAID,TX-WUEWP9ZGGDH8
7000002140,1000002140,,28642.8,GATEWAY,FAILED,
7000002141,1000002141,20250212.0,42282.0,CARD,PAID,TX-U8QPPXZYZCE4
7000002142,1000002142,,82655.1,CARD,FAILED,
7000002143,1000002143,20241122.0,18142.5,GATEWAY,PAID,TX-YPY9FJU6H2L8
7000002144,1000002144,,48024.66,CARD,PAID,TX-4OFRYDFBRIE8
7000002145,1000002145,,80543.25,GATEWAY,PAID,TX-XEUF70VZUXBC
7000002146,1000002146,20240814.0,28459.2,CASH,PAID,TX-1KIIYUBPN2LE
7000002147,1000002147,,19050.0,GATEWAY,PAID,TX-BEKIDUKQW2W8
7000002148,1000002148,,44760.0,CARD,FAILED,
7000002149,1000002149,20241212.0,39204.0,TRANSFER,PAID,TX-7YXMRASY6JOL
7000002150,1000002150,20241106.0,28459.2,CARD,PAID,TX-SIASRXKJ3YQQ
7000002151,1000002151,20240522.0,29659.2,GATEWAY,PAID,TX-LNLXWZVCLNLC
7000002152,1000002152,,23522.4,CASH,PAID,TX-VN7SXVI9RG5B
7000002153,1000002153,20240705.0,17152.56,CARD,PAID,TX-5C4RTWAZ1CU1
7000002154,1000002154,20241104.0,53361.0,TRANSFER,PAID,TX-VXRYXDHL00TE
7000002155,1000002155,20240405.0,87439.2,GATEWAY,PAID,TX-1AX1TV38790P
7000002156,1000002156,,78882.0,GATEWAY,PAID,TX-DTA5ZDD23QRX
7000002157,1000002157,,71656.2,CARD,PAID,TX-DXCMICGIYH3J
7000002158,1000002158,,98121.0,GATEWAY,PAID,TX-YDM1VPSACUC6
7000002159,1000002159,,30492.0,CASH,FAILED,
7000002160,1000002160,20250225.0,31692.0,CARD,PAID,TX-XDOBD0V60OVK
7000002161,1000002161,20241123.0,83419.5,CARD,REFUNDED,TX-0IPYKZXBF293
7000002162,1000002162,20240208.0,39930.0,CARD,PAID,TX-O2UYT21XJSNK
7000002163,1000002163,,28488.0,CARD,PAID,TX-6E2P52NZ86VM
7000002164,1000002164,20240622.0,43451.1,CARD,PAID,TX-RK0ET6X1S53Y
7000002165,1000002165,20250128.0,17787.0,GATEWAY,PAID,TX-9S1TV4IR1G3M
7000002166,1000002166,20240205.0,17242.5,TRANSFER,PAID,TX-JW1T7NHU392R
7000002167,1000002167,,15246.0,CASH,REFUNDED,TX-WHVT07IJIEXV
7000002168,1000002168,,32670.0,CASH,FAILED,
7000002169,1000002169,,43888.8,CARD,REFUNDED,TX-LLXIBY4Z3K1I
7000002170,1000002170,,55650.0,GATEWAY,PAID,TX-672CBC1NG2FV
7000002171,1000002171,20240228.0,45140.62,GATEWAY,PAID,TX-IPLDBPYBP225
7000002172,1000002172,20250112.0,16335.0,CASH,PAID,TX-4Y3JSX5H28N0
7000002173,1000002173,20240420.0,36300.0,GATEWAY,PAID,TX-CU16DC4UVUW3
7000002174,1000002174,20240108.0,15129.6,GATEWAY,PAID,TX-I250O8G7DPI5
7000002175,1000002175,20240312.0,15518.25,CARD,PAID,TX-TC1A2F1JEUZ5
7000002176,1000002176,,14483.7,CARD,PAID,TX-XEG2YIDPZIDC
7000002177,1000002177,20240205.0,83490.0,CASH,PAID,TX-QA7V9W96OWDD
7000002178,1000002178,,17235.0,GATEWAY,PAID,TX-HMO1I4T2812T
7000002179,1000002179,20240623.0,29659.2,GATEWAY,PAID,TX-ECYFRSMZXD4X
7000002180,1000002180,,43451.1,CARD,PAID,TX-D5HRG0D74GUC
7000002181,1000002181,,55650.0,GATEWAY,PAID,TX-P03KM8WZ98GO
7000002182,1000002182,,18351.75,CARD,PAID,TX-PC269LJRHRXL
7000002183,1000002183,20240217.0,27588.0,CARD,PAID,TX-3PEBQLR13MWP
7000002184,1000002184,,13794.0,CARD,REFUNDED,TX-72VDX4WLNSFD
7000002185,1000002185,20240425.0,19468.5,CARD,PAID,TX-EVKPITYWO4MR
7000002186,1000002186,20240528.0,30201.6,TRANSFER,PAID,TX-D6HQJVXB68G7
7000002187,1000002187,20250125.0,48054.75,GATEWAY,PAID,TX-QA6DEP926AC1
7000002188,1000002188,20240121.0,27442.8,CARD,PAID,TX-NOHFPST8UNDI
7000002189,1000002189,20240506.0,70930.2,CARD,PAID,TX-AIB9QNVB5QZH
7000002190,1000002190,,13794.0,CASH,PAID,TX-OV8ZPZLLC45E
7000002191,1000002191,,47482.5,GATEWAY,PAID,TX-9QXUQ9YYR1Q7
7000002192,1000002192,,28314.0,CARD,FAILED,
7000002193,1000002193,20240526.0,41164.2,CASH,PAID,TX-XFHGMXFVPAJ0
7000002194,1000002194,20240928.0,67590.6,CARD,PAID,TX-VU66N6XBMVYB
7000002195,1000002195,20240712.0,57172.5,CARD,PAID,TX-73WTH62ZO1GB
7000002196,1000002196,,50205.0,GATEWAY,FAILED,
7000002197,1000002197,,49905.0,CARD,PAID,TX-N2S3ZJ1EYKMR
7000002198,1000002198,20241206.0,53451.75,CASH,PAID,TX-UNF3OBDUP23B
7000002199,1000002199,,38552.7,CARD,PAID,TX-VQLE5KT6RQ0U
7000002200,1000002200,,43560.0,CASH,PAID,TX-X3H8N4YT02C7
7000002201,1000002201,,57426.6,CASH,PAID,TX-MOVGY1Y66M8I
7000002202,1000002202,20250125.0,34485.0,GATEWAY,PAID,TX-S7ULRGH1MYL5
7000002203,1000002203,,79337.28,CASH,PAID,TX-S8P7RRB3ORIB
7000002204,1000002204,20240329.0,36209.25,CARD,PAID,TX-UIU03H8M6MTC
7000002205,1000002205,20250222.0,34485.0,CARD,PAID,TX-SHKC5PXFJ811
7000002206,1000002206,,13721.4,CARD,PAID,TX-UWFSFSPET6H2
7000002207,1000002207,,13721.4,GATEWAY,PAID,TX-Z0N8DWLRHGVE
7000002208,1000002208,20250301.0,50386.5,CARD,PAID,TX-W3PQROFPS00R
7000002209,1000002209,20240105.0,15720.0,CARD,PAID,TX-PTJ8RLA49FD3
7000002210,1000002210,20240201.0,18150.0,CARD,PAID,TX-3061WBX6D9T1
7000002211,1000002211,,38443.8,GATEWAY,PAID,TX-ZDH0WC48LREH
7000002212,1000002212,,15720.0,GATEWAY,PAID,TX-PB6YWOKL2TPG
7000002213,1000002213,20240302.0,14268.0,GATEWAY,PAID,TX-IDPBH8QUY19Y
7000002214,1000002214,,107811.0,TRANSFER,PAID,TX-1ZFGGM3512F3
7000002215,1000002215,,19565.7,CASH,PAID,TX-84NBBL1PDBZD
7000002216,1000002216,20250117.0,19350.0,CARD,PAID,TX-6NFVUINUWWJG
7000002217,1000002217,20241104.0,75663.72,TRANSFER,PAID,TX-GKEX41YNGMJN
7000002218,1000002218,20241030.0,13968.0,CARD,PAID,TX-5I08Q6HKETP4
7000002219,1000002219,20240607.0,14994.0,CARD,PAID,TX-4YE78ERHVTIM
7000002220,1000002220,20241231.0,50529.6,CASH,REFUNDED,TX-22JQ2I7HQNIO
7000002221,1000002221,20240920.0,14520.0,CARD,PAID,TX-6MYLX40O6Y7I
7000002222,1000002222,,14994.0,CARD,PAID,TX-F762HG2TXA7B
7000002223,1000002223,20240413.0,91277.16,GATEWAY,PAID,TX-GOE0NEDHNNYD
7000002224,1000002224,20250202.0,40104.0,GATEWAY,PAID,TX-6J4J48HWXV4A
7000002225,1000002225,20250107.0,42064.2,CARD,PAID,TX-ADDX83JIXYU4
7000002226,1000002226,20240705.0,14520.0,CARD,PAID,TX-GGYH2BV8BTVE
